shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 990 Item 4,Abhidhamma chet kamphi :|พระอภิธรรม๗คัมภีร์,"Namo tassa, f. A02|Phra Saṅgaṇī paripuñño, f. A03|Phra Vibhanga paripuñño, f. A04|Phra Dhātukatha paripuñño, f. A05|Phra Puggalapaññi paripuñño, f. A06|Phra Kathavatthu paripuñño, f. A07|Phra Yamaka paripuñño, f. A08|Phra Mahāpaṭṭhana, f. A09|Namo tassa, f. A10|Gotra, multiple lines, f. A11|Reader note, written in charcoal, line 7, line 10, f. A13|Gotra, multiple, f. A16|Reader note, written in charcoal, line3, f. A16 upper|Correction, line5, f. A16 lower|Reader note, in pencil, line5, f. A17 lower|Physical, beetal nut spittal, f. A18|Correction, line2&amp;3, f. A21 upper|Gotra, line1,3&amp;5, f. A22 upper|Correction, line2, f. A23 lower|Physical, erosion, line5, f. A26 lower|Gotra, flower, line1, f. A27 upper|Gotra, flower, line1, f. A28 upper|Gotra, flower, line2, f. A30 upper|Physical, additional pages added to top of upper page, f. A31 upper|Correction, line3&amp;7, f. A35|Physical, Beetel nut spittal, f. A37|Gotra, flower, line1, f. A39|Physical, additional pages added to the bottom of lower page, f. A42 lower|Correction, line5, f. A44 upper|Gotra, line3,4&amp;5, f. A46 lower|Correction, line1, f. B03 lower|Correction, line4, f. B06 upper|Gotra, line1&amp;2, f. B06 upper|Gotra, line3, f. B07 upper|Correction, line1, f. B08 upper|Gotra, line4, f. B08 upper|Correction, last line, f. B11 upper|Correction, penultimate line, f. B15 lower|Gotra, penultimate line, f. B15 lower|Gotra, every other line, f. B17|Correction, last line, f. B18 lower|Gotra, last line, f. B20 upper|Correction, line 2, f. B21 upper|Gotra, last line, f. B22 upper|Gotra, initial line, f. B23 upper|Correction, line1&amp;6, f. B24|Correction, penultimate line, f. B25 lower|Correction, line 2, f. B26 lower|Cancellation, line 2, f. B27 lower|Gotra, line1&amp;3, f. B27 upper|Cancellation, penultimate line, f. B28 lower|Correction, line1, f. B29 lower|Physical, additional pages added to top of upper page, f. B31 upper|Correction, line2, f. B32 lower|Correction, initial line, f. B33 lower|Gotra, last line, f. B33 upper|Gotra, line3, f. B34 upper|Correction, penultimate line, f. B37 lower|Gotra, penultimate line, f. B37 lower|Gotra, line1,3&amp;5, f. B38|Gotra, initial line, f. B39|Physical, additional pages added to bottom of lower page, f. B34 lower|Readers note, Thai letters written in repetition in pencil, possibly child notes, f. B48 lower","",In Pali (Abhidhamma chet kamphi) and Thai (Phra Malai),pli,"",""
