shelfmark,title,additional_titles,authors,language,language_codes,date,place
Rendel Harris 66,Dīvān.|[ديوان],[Dīvān].|Qaṣāʼid afṣaḥ al-mutaqaddimīn wa-al-mutaʼakhirīn|Muqaṭṭaʻāt|Rubāʻīyāt|Javāb-i Makhzan|[Praise poetry]|Sāqīʹnāmah|Qaṣīdat Mawlanā ʻAmīdī,"ʻUrfī Shīrāzī, Muḥammad, 1555 or 1556-1590 or 1591",Persian,per,1592 or 1593,India or Iran?
