shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 94,"Talmud, Kodashim, Menaḥot 12b-13b; 16a-16b; 17a; 18a-18b","","",Hebrew; Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),heb|arc,"",Europe
