shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS V.a.257,"Liber Sancti Effrem ... etc. manuscript, compiled ca. 1425.","[De compunctione cordis, Liber primus, Chapters 9 (partial)-13)] / [Saint Ephraem]|[De compunctione cordis, Liber secundus]|[Unidentified work]|Liber secundus (De iudicio Dei) / [Saint Ephraem]|Liber tertius (De beatitudine anime) / [Saint Ephraem]|Liber quartus (De paenitencia) / [Saint Ephraem]|Quintus liber (De luctaminibus) / [Saint Ephraem]|Sextus liber (De die iudicii, partial) / [Saint Ephraem]|[Speculum animae, Chapters 2-15 (partial)] / [Heinrich von Langenstein]","",Latin,lat,"",England
