shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1792,Praśnacūḍāmaṇi|प्रश्नचूडामणि,"Table, f. 3v|Table, f. 5v|Table and diagram, f. 13r|Table, f. 13v|Table and diagram, f. 15r",Cudamani,In Sanskrit,san,"",""
