shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1869,Jyotiṣkedāra|ज्योतिष्केदार,"Table, f. 2r|Tables, f. 3r|Table, f. 3v|Tables, f. 6v and f. 7r|Tables, f. 11v|Tables, f. 13r|Tables, f. 16r|Tables, f. 16v and f. 17r|Tables, f. 19r|Table and diagram, f. 19v|Table, f. 24v [=25v]|Tables, f. 26r [=27r]|Table, f. 29v [=30v]|Table, f. 30v [=31v]|Tables, f. 44v [=45v]|Ink writing and small drawing, Outside wooden board",Kṛpāśaṅkara,In Sanskrit,san,"",""
