shelfmark,title,additional_titles,authors,language,language_codes,date,place
X893.7 B111,Selections from al-Kalimāt al-maknūnah and the complete Kitāb al-Īqān,[Prayers and selections from al-Kalimāt al-maknūnah]|[Kitāb al-Īqān],"Baháʼuʼlláh, 1817-1892|Baháʼuʼlláh, 1817-1892|Baháʼuʼlláh, 1817-1892",Arabic and Persian,ara|per,1872,Iran?
