shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 503,Universalis alchymiae compendium,"Catalogus Tractatum totius operis, f. 2r|a. Materia remota, Onuphrius, etc.., f. 10r|A. Materia remota, Mangeti Bibl. Chem..., f. 73r|B. Prima preparatio Materia remota ad viam humidam, p. 1 [=89r]|C. Via sicca, Onuphrius, etc..., p. 1 [=105r]|D. Spiritus vini preparatio ad viam humidam, p. 1 [=117r]|E. Spiritus Aceti preparatio ad viam humidam, p. 1 [=127r]|F. Salis extractio per viam humidam, p. 1 [=133r]|G. Salis volatilizatio per viam humidam, p. 1 [=145r]|H. Mercurius duplicatus ... Quinta essentia, p. 1 [=161r]|J.K. Opus cum Auro, p. 1 [=171r]|L. Duratio totius operis..., p. 1 [=195r]|M.N. Vas, sigillum hermeticum, furnes, et materia preparato introductio..., p. 1 [=231r]|O. Ultima Decoctionis Finis, p. 1 [=247r]|P. Multiplicatio, ligamen, projectio, p. 1 [=263r]|Medicina rubra..., p. 1 [=287r]|R. Medicina alba..., p. 1 [=299r]|S. Libri..., p. 1 [=305r]","","Latin, with some sections in Italian, several leaves in French",lat|ita fre,17--,Italy
