shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 819,Aurea Bulla et miscellanea,"Aurea Bulla Karoli IIII. Rom. Imperatoris [n.d. printed Iohannem Taschnerum, f. 11r|Quotations from Polybius and De Oratione, f. 31r|De Aurea Bulla, f. 32r|Ad sacram caesaream maiestatem, f. 49r|Ambitio quorundam circa titulos notata & reprehensa, f. 56r|Matthias Ko?nig, f. 58r|Printed lists and registers, f. 61r|Brevis designatio omnium comitum Palatinorum, f. 134r|Poem, f. 170r|Genealogy of Philipp, f. 180r|Brevis designatio successionis, f. 190r|Epistola Hieronym[i] Treutleri F. C. de familia Bathereorum Transilvaniae principum, f. 194r|Ad nobilem et magnificum virum dominum Casparum f. 195r|Danielis eremitae Belgae iter german[i]cum, f. 202r|Vera relatio processus Crelliani, f. 226r|Hieron: Treutlerus de Crellio, f. 239r|Genealogiae comiti Isembergicorum particula, f. 243v|Comites Leonsteinii et Wertheimii ex Imperii Septemviro, f. 244v|Three Latin poems, f. 250r","",Latin and German,lat|ger,1601-1612,""
