shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 750 Folders 93-111,Filza X de signori Gondi segnata: con la lettera K,"","Gondi family|Gondi, Giovanbattista|Gondi, Ferdinando|Codony, Selvaggia|Codony, Arrigo|Codony, Giovanbattista|Alenc̜on, Francesco Giuseppe di Guisa d'","In Italian, French, and Latin",ita|fre lat,"",""
