shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS V.a.88,"Selected works of Cicero manuscript, ca. 1465.",De legibus|De natura deorum|De divinatione|De fato|De mundo|De somnio Scipionis|Fragmentorum de academicis.,"",Latin,lat,"",Italy
