shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 2076,Illuminated missal.,"Owner inscription, J. A. Shanley|Inquisition notarial records|[Calendar (March-December)|[Temporale (Second Sunday of Advent through Holy Saturday)|[Sequences]|[Canon of the Mass]|[Temporale (Easter through Ordinary Time)]|Proprium sanctorum de missali [Sanctorale (Andrew through Catherine of Alexandria)|Commune sanctorum [Common of Saints]|[Votive masses]|Liber inquisitorum sacrorum","",Latin,lat,between 1456 and 1482,Italy
