document_id,path,title,metadata_type,created,updated
4245,0024/mc16_v1,"Lecture Notes, c. 1886-1889",TEI,2017-05-19T20:19:23+00:00,2017-05-19T22:38:23+00:00
4246,0024/mc16_v2,"Lecture Notes, c. 1886-1889",TEI,2017-05-19T20:45:00+00:00,2017-05-19T22:38:23+00:00
7056,0024/mc144_v1,Chloe Cudsworth Littlefield papers,TEI,2019-03-28T15:02:00+00:00,2019-04-01T20:41:56+00:00
7058,0024/mc144_v2,Chloe Cudsworth Littlefield papers,TEI,2019-03-29T17:30:15+00:00,2019-04-01T20:42:37+00:00
7059,0024/mc144_v3,Chloe Cudsworth Littlefield papers,TEI,2019-03-29T17:46:44+00:00,2019-04-01T20:43:03+00:00
7060,0024/mc144_v4,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T13:21:32+00:00,2019-04-02T13:11:33+00:00
7061,0024/mc144_v5,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T13:44:09+00:00,2019-04-02T13:23:40+00:00
7062,0024/mc144_v6,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T14:17:21+00:00,2019-04-02T13:26:10+00:00
7063,0024/mc144_v10,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T14:45:51+00:00,2019-04-02T00:27:50+00:00
7064,0024/mc144_v7,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T14:57:54+00:00,2019-04-02T13:28:36+00:00
7066,0024/mc144_v8,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T15:24:42+00:00,2019-04-02T00:27:50+00:00
7067,0024/mc144_v9,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T16:01:40+00:00,2019-04-02T00:27:50+00:00
7071,0024/mc144_v11,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T18:41:44+00:00,2019-04-02T13:34:38+00:00
7072,0024/mc144_v12,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T19:32:44+00:00,2019-04-02T13:35:17+00:00
7073,0024/mc144_v13,Chloe Cudsworth Littlefield papers,TEI,2019-04-01T20:53:28+00:00,2019-04-02T00:27:50+00:00
7074,0024/mc144_v14,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T13:46:46+00:00,2019-04-03T00:00:20+00:00
7075,0024/mc144_v15,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T14:02:09+00:00,2019-04-03T00:00:20+00:00
7076,0024/mc144_v16,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T14:18:19+00:00,2019-04-03T00:00:20+00:00
7077,0024/mc144_v17,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T14:39:09+00:00,2019-04-03T00:00:20+00:00
7078,0024/mc144_v18,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T15:14:46+00:00,2019-04-03T00:00:20+00:00
7079,0024/mc144_v19,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T15:24:57+00:00,2019-04-03T00:00:20+00:00
7080,0024/mc144_v20,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T15:43:10+00:00,2019-04-03T00:00:20+00:00
7081,0024/mc144_v21,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T15:58:15+00:00,2019-04-03T00:00:20+00:00
7082,0024/mc144_v22,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T16:22:06+00:00,2019-04-03T14:53:45+00:00
7083,0024/mc144_v23,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T18:10:16+00:00,2019-04-03T00:00:20+00:00
7085,0024/mc144_v24,Chloe Cudsworth Littlefield papers,TEI,2019-04-02T18:48:14+00:00,2019-04-03T00:00:20+00:00
