document_id,path,title,metadata_type,created,updated
9693,0046/StGeorge.DiaryofDavidDailey1819,"Diary of preacher David Dailey, 1819-1820",TEI,2020-01-27T14:17:52+00:00,2022-09-27T16:07:57+00:00
9694,0046/StGeorge.DiaryofDavidDaileyAccountOfACampMeeting,"Account of a camp meeting, David Dailey, 1819",TEI,2020-01-27T14:22:29+00:00,2022-09-27T16:11:07+00:00
9695,0046/StGeorge.DiaryofDavidDaileyNo1,"Diary of preacher David Dailey, 1813-1814",TEI,2020-01-27T14:23:19+00:00,2022-09-27T16:14:45+00:00
9696,0046/StGeorge.DiaryofDavidDaileyNo2,"Diary of preacher David Dailey, 1814-1815",TEI,2020-01-27T14:29:57+00:00,2022-09-27T16:15:41+00:00
9697,0046/StGeorge.DiaryofDavidDaileyNo3,"Diary of preacher David Dailey, 1815-1816",TEI,2020-01-27T14:30:31+00:00,2022-09-27T16:16:53+00:00
9698,0046/StGeorge.DiaryOfDavidDailey1817,"Diary of preacher David Dailey, 1817",TEI,2020-01-27T14:35:52+00:00,2022-09-27T16:06:20+00:00
9699,0046/StGeorge.DiaryofDavidDaileyNo4,"Diary of preacher David Dailey, 1816-1817",TEI,2020-01-27T14:36:37+00:00,2022-09-27T16:19:03+00:00
9700,0046/StGeorge.JournalofThePhiladelphiaConference1800,"Journal of the Philadelphia Conference, 1800-1814",TEI,2020-01-27T14:43:40+00:00,2022-09-27T16:20:40+00:00
12081,0046/StGeorge.AsburyAccountBook1769-1774,"Account book, 1769-1774",TEI,2022-08-12T17:28:16+00:00,2022-09-27T15:58:13+00:00
12082,0046/StGeorge.BurialGroundPlacementofLots,"Northwest burial ground, placement of lots, 1818, 1875",TEI,2022-08-16T14:43:31+00:00,2022-09-27T16:00:22+00:00
12083,0046/StGeorge.CashBookNWBurialGround1818-1855,"Northwest burial ground, cash book, 1818-1857",TEI,2022-08-16T14:53:15+00:00,2022-09-27T16:01:27+00:00
