document_id,path,title,metadata_type,created,updated
2299,0016/89_13_333,Fragment from Phra Malai,TEI,2016-04-22T14:52:48+00:00,2019-12-06T16:53:14+00:00
2315,0016/2003_42_13,Raksa,TEI,2016-04-24T07:57:33+00:00,2019-12-06T16:49:53+00:00
2316,0016/2003_42_7,Magga,TEI,2016-04-24T08:05:03+00:00,2019-12-06T16:49:58+00:00
2317,0016/2003_42_8E,Southeast Asian blank book,TEI,2016-04-24T08:29:09+00:00,2019-12-06T16:50:03+00:00
2318,0016/29_170_11,Elementary lesson book,TEI,2016-04-24T08:31:57+00:00,2019-12-06T16:50:37+00:00
2319,0016/29_170_12,Thai Christian manuscript,TEI,2016-04-24T09:00:10+00:00,2019-12-06T16:50:43+00:00
2320,0016/51_9_1,Nissaya manuscript fragments,TEI,2016-04-24T09:10:17+00:00,2019-12-06T16:51:41+00:00
2321,0016/51_9_11,Anattalakkhanasutta,TEI,2016-04-24T09:23:08+00:00,2019-12-06T16:51:30+00:00
2322,0016/51_9_12,Pali manuscript fragments,TEI,2016-04-24T09:31:57+00:00,2019-12-06T16:51:36+00:00
2323,0016/51_9_2,Vohara manuscript,TEI,2016-04-24T09:36:36+00:00,2019-12-06T16:51:46+00:00
2324,0016/51_9_3,Namasadda text,TEI,2016-04-24T09:40:39+00:00,2019-12-06T16:51:51+00:00
2325,0016/51_9_4,Nissaya manuscript,TEI,2016-04-24T09:47:26+00:00,2019-12-06T16:51:57+00:00
2326,0016/51_9_5,Thai manuscript fragments,TEI,2016-04-24T09:59:14+00:00,2019-12-06T16:52:03+00:00
2368,0016/51_9_6,Nissaya text,TEI,2016-05-03T23:46:51+00:00,2019-12-06T16:52:08+00:00
2369,0016/51_9_7,Vohara text,TEI,2016-05-03T23:51:32+00:00,2019-12-06T16:52:13+00:00
2370,0016/51_9_8,Thai story,TEI,2016-05-03T23:56:11+00:00,2019-12-06T16:52:18+00:00
2372,0016/77_5_5,Phra Malai,TEI,2016-05-04T00:06:16+00:00,2019-12-06T16:52:35+00:00
2373,0016/82_7_53,Lao ritual texts,TEI,2016-05-04T00:35:45+00:00,2019-12-06T16:52:40+00:00
2374,0016/82_7_54,Lao manuscript,TEI,2016-05-04T00:38:34+00:00,2019-12-06T16:52:46+00:00
2375,0016/83_23_1,Phra Malai,TEI,2016-05-04T01:02:37+00:00,2019-12-06T16:52:51+00:00
2376,0016/84_24_1,Suwannasiam,TEI,2016-05-04T01:49:27+00:00,2019-12-06T16:52:56+00:00
2377,0016/89_13_250,Fragment from Phra Malai?,TEI,2016-05-04T01:52:41+00:00,2019-12-06T16:53:01+00:00
2378,0016/89_13_327,Illuminated fragment of Phra Malai,TEI,2016-05-04T01:54:03+00:00,2019-12-06T16:53:06+00:00
2379,0016/89_13_328,Illuminated fragment of Phra Malai,TEI,2016-05-04T01:55:08+00:00,2019-12-06T16:53:11+00:00
2380,0016/89_13_334,Illuminated Thai manuscript fragment,TEI,2016-05-04T01:56:12+00:00,2019-12-06T16:53:19+00:00
2381,0016/89_13_335,Illuminated Thai manuscript fragment,TEI,2016-05-04T01:56:55+00:00,2019-12-06T16:53:24+00:00
2382,0016/89_13_395,Illumination from Thai manuscript,TEI,2016-05-04T01:57:37+00:00,2019-12-06T16:53:30+00:00
2383,0016/89_13_414,Illuminated fragment of Phra Malai,TEI,2016-05-04T01:59:02+00:00,2019-12-06T16:53:35+00:00
2384,0016/89_13_415,Illumination from Thai manuscript,TEI,2016-05-04T02:00:19+00:00,2019-12-06T16:53:41+00:00
2385,0016/89_13_416,Asubbhakammatthana illumination?,TEI,2016-05-04T02:01:29+00:00,2019-12-06T16:53:46+00:00
2386,0016/89_13_417,Illumination from Thai manuscript,TEI,2016-05-04T02:02:39+00:00,2019-12-06T16:53:51+00:00
2387,0016/95_21_34,Phra Mahaparinibbana,TEI,2016-05-04T02:03:56+00:00,2019-12-06T16:54:03+00:00
2388,0016/97_122_246,Siamese blank book,TEI,2016-05-04T02:11:29+00:00,2019-12-06T16:54:08+00:00
3139,0016/51_9_9,Vohara text,TEI,2016-09-16T13:55:32+00:00,2016-09-16T22:29:05+00:00
4126,0016/87-3-1,"A Catalogue of the Different Specimens of Cloth Collected in the Three voyages of Captain Cook, to the Southern Hemisphere, with a Particular Account of the Manner of the Manufacturing the Same in the Various Islands of the South Seas: Partly Extracted from Mr. Anderson and Reinhold Forster's Observations, and the Verbal Account of Some of the Most Knowing of the Navigators: With Some Anecdotes That Happened to Them Among the Natives",TEI,2017-04-13T18:26:51+00:00,2017-04-24T13:48:51+00:00
4127,0016/87-3-2,Book of Native Cloth from Bark of Different Trees,TEI,2017-04-13T19:10:39+00:00,2017-04-13T21:00:44+00:00
9230,0016/29_201_709,Sharh Qasidat al-Burdah,TEI,2019-08-06T20:18:25+00:00,2019-12-06T19:45:47+00:00
9231,0016/87_13_151,Psalter,TEI,2019-08-07T14:39:14+00:00,2019-08-07T22:44:20+00:00
9242,0016/29_201_710,al-Durr al-nafis fi uns al-za`in wa-al-jalis,TEI,2019-08-08T15:06:37+00:00,2019-12-06T19:45:53+00:00
9343,0016/29_201_705,Kitab al-barakah,TEI,2019-08-26T19:11:16+00:00,2019-12-06T19:45:24+00:00
9344,0016/29_201_707,Idah al-asrar al-masunah fi al-jawahir al-maknunah fi sadaf al-fara'id al-masnunah,TEI,2019-08-26T20:46:21+00:00,2019-12-06T19:45:37+00:00
9346,0016/29_201_708,Majmu`ah,TEI,2019-08-27T13:59:20+00:00,2019-12-06T19:45:42+00:00
9347,0016/29_201_711,Mukhtasar al-Sa`d,TEI,2019-08-27T15:48:23+00:00,2019-12-06T19:45:59+00:00
9348,0016/73_14_1,al-Qur'an,TEI,2019-08-27T18:00:07+00:00,2019-12-06T19:46:06+00:00
9349,0016/94_18_1,al-Sahifah al-Sajjadiyah,TEI,2019-08-27T18:32:23+00:00,2019-12-06T19:46:11+00:00
9350,0016/2003_82_443,Leaf from the Maqamat of al-Hariri,TEI,2019-08-27T18:37:35+00:00,2019-12-06T19:45:03+00:00
9351,0016/2003_82_445,Devotional book,TEI,2019-08-27T19:56:37+00:00,2019-12-06T19:45:08+00:00
9352,0016/2006_24_1,Hamlah-'i Haydari,TEI,2019-08-27T20:01:55+00:00,2019-12-06T19:45:13+00:00
9353,0016/2006_24_2,Two bifolia with selections from Sa`di's poetry,TEI,2019-08-27T20:06:38+00:00,2019-12-06T19:45:19+00:00
9354,0016/NEP80,al-Juz' al-thalathun min al-rab`ah al-sharifah,TEI,2019-08-27T20:42:50+00:00,2019-12-06T19:46:33+00:00
9356,0016/2003_72_254b,Leaves from the Qur'an and the Maqamat of al-Hariri,TEI,2019-09-03T20:22:59+00:00,2019-12-06T19:44:57+00:00
9358,0016/29_201_706,Ashraf al-wasa'il ila fahm al-Shama'il,TEI,2019-09-03T20:28:30+00:00,2019-12-06T19:45:31+00:00
9359,0016/NEP17,Dual-page illuminated copy of al-Fatihah,TEI,2019-09-03T20:38:24+00:00,2019-12-06T19:46:16+00:00
9360,0016/NEP26,Kitab Du`a' al-Jawshan,TEI,2019-09-04T17:42:08+00:00,2019-12-06T19:46:22+00:00
9362,0016/NEP29,al-Qur'an,TEI,2019-09-06T21:01:49+00:00,2019-12-06T19:46:28+00:00
9391,0016/NEP31,Yusuf va Zulaykha.,TEI,2019-09-20T13:20:17+00:00,2019-09-21T02:11:44+00:00
9503,0016/NEP30,Kulliyat-i Jami.,TEI,2019-10-21T14:12:37+00:00,2019-10-23T01:20:30+00:00
9520,0016/NEP27,al-Qur'an,TEI,2019-10-28T18:42:00+00:00,2019-10-29T23:28:38+00:00
9803,0016/NEP33,Khamsah.,TEI,2020-03-18T14:35:25+00:00,2020-03-18T22:43:03+00:00
11544,0016/e16250,"Gen 29.27b - 30.14, 31.10b-29",TEI,2022-02-17T20:56:35+00:00,2022-02-17T23:18:13+00:00
11545,0016/e16275,Amulet or phylactery,TEI,2022-02-17T21:03:02+00:00,2022-02-17T23:18:13+00:00
11546,0016/e16504,Arabic commentary on Leviticus with Hebrew text,TEI,2022-02-17T21:03:22+00:00,2022-02-17T23:18:13+00:00
11547,0016/e16505,Amulet,TEI,2022-02-17T21:03:50+00:00,2022-02-17T23:18:13+00:00
11548,0016/e16506,Theological Treatise,TEI,2022-02-17T21:04:10+00:00,2022-02-17T23:18:13+00:00
11549,0016/e16507,Bereshit Rabba,TEI,2022-02-17T21:04:47+00:00,2022-02-17T23:18:13+00:00
11550,0016/e16508,Portions of Gen. 50.17b - Ex. 3.2,TEI,2022-02-17T21:05:17+00:00,2022-02-17T23:18:13+00:00
11551,0016/e16509,Ketubah--marriage contract,TEI,2022-02-17T21:05:52+00:00,2022-02-17T23:18:13+00:00
11552,0016/e16510,Hebrew prayer with phrases from Psalms and Legal Document,TEI,2022-02-17T21:06:24+00:00,2022-02-17T23:18:13+00:00
11553,0016/e16511,"Ex. 37.9-15, 37.15-22 and Ex. 37.22-25",TEI,2022-02-17T21:06:58+00:00,2022-02-17T23:18:13+00:00
11554,0016/e16512,Ex. 21.35 - 23.16,TEI,2022-02-17T21:07:28+00:00,2022-02-17T23:18:13+00:00
11555,0016/e16513,Kabbalistic fragment,TEI,2022-02-17T21:08:03+00:00,2022-02-17T23:18:13+00:00
11556,0016/e16514,Esther 1.12b-22,TEI,2022-02-17T21:08:24+00:00,2022-02-17T23:18:13+00:00
11557,0016/e16515,Lev. 1.4-17,TEI,2022-02-17T21:08:42+00:00,2022-02-17T23:18:14+00:00
11558,0016/e16516,Letter,TEI,2022-02-17T21:09:11+00:00,2022-02-17T23:18:14+00:00
11559,0016/e16517,Letter,TEI,2022-02-17T21:09:31+00:00,2022-02-17T23:18:14+00:00
11560,0016/e16518,Prayer book,TEI,2022-02-17T21:10:03+00:00,2022-02-17T23:18:14+00:00
11561,0016/e16519,Liturgical book,TEI,2022-02-17T21:12:18+00:00,2022-02-17T23:18:14+00:00
11562,0016/e16520,Halakah - Code of Maimonides (?),TEI,2022-02-17T21:12:41+00:00,2022-02-17T23:18:14+00:00
11563,0016/e16521,Collection of prayers for the 9th day of Ab,TEI,2022-02-17T21:13:48+00:00,2022-02-17T23:18:14+00:00
11564,0016/e16521open,Hebrew with Arabic colophon,TEI,2022-02-17T21:15:25+00:00,2022-02-17T23:18:14+00:00
11565,0016/e16522,Letter,TEI,2022-02-17T21:16:18+00:00,2022-02-17T23:18:14+00:00
11566,0016/e16523,"""`Ein Yaqob"" commentary",TEI,2022-02-17T21:16:45+00:00,2022-02-17T23:18:14+00:00
11567,0016/e16524,Slip from hand Tefillin,TEI,2022-02-17T21:17:18+00:00,2022-02-17T23:18:14+00:00
11568,0016/e16525,Unidentified Manuscript,TEI,2022-02-17T21:17:34+00:00,2022-02-17T23:18:14+00:00
11569,0016/e16526,Unidentified Manuscript,TEI,2022-02-17T21:17:56+00:00,2022-02-17T23:18:14+00:00
11570,0016/e16527,Unidentified Manuscript,TEI,2022-02-17T21:18:17+00:00,2022-02-17T23:18:14+00:00
12939,0016/87_43_150,Horoscope manuscript fragment,TEI,2022-11-16T21:40:28+00:00,2022-11-16T23:30:11+00:00
12941,0016/87_43_151,Royal decrees,TEI,2022-11-17T14:13:35+00:00,2022-11-17T23:20:15+00:00
12942,0016/97_122_248,Phra `Aphaimani.,TEI,2022-11-17T14:43:10+00:00,2022-11-17T23:20:15+00:00
