document_id,path,title,metadata_type,created,updated
669,0003/12H_2_5,Helen Griffith Daily Diary,TEI,2015-08-13T13:00:07+00:00,2015-10-07T00:31:19+00:00
681,0003/12H_1_1,Diary of Mary Ayer,TEI,2015-08-14T12:31:06+00:00,2015-10-07T00:31:18+00:00
686,0003/9ls_30_v09,"Mary Whitall Worthington Diary, Volume 9",TEI,2015-08-14T15:57:28+00:00,2015-10-07T00:31:19+00:00
703,0003/9ls_30_v10,"Mary Whitall Worthington Diary, Volume 10",TEI,2015-08-14T18:54:04+00:00,2015-10-07T00:31:19+00:00
774,0003/9ls_30_v11,"Mary Whitall Worthington Diary, Volume 11",TEI,2015-08-24T19:47:20+00:00,2015-10-07T00:31:19+00:00
775,0003/9ls_30_v12,"Mary Whitall Worthington Diary, Volume 12",TEI,2015-08-25T13:37:11+00:00,2015-10-07T00:31:19+00:00
6744,0003/BMC_MS23,"Book of Hours, Use of Le Mans (""Leighton Hours"")",TEI,2018-09-26T19:51:23+00:00,2018-09-26T23:25:21+00:00
6747,0003/BMC_MS20,"Castle Hours #2, Use of Rouen",TEI,2018-09-27T19:32:27+00:00,2018-09-27T23:12:12+00:00
6748,0003/BMC_MS17,"Vita s. martini, etc.",TEI,2018-09-27T20:19:17+00:00,2018-09-27T23:12:12+00:00
6749,0003/BMC_MS22,"Castle Hours # 5, Use of Paris",TEI,2018-10-01T15:35:07+00:00,2018-10-01T23:11:51+00:00
6750,0003/BMC_MS15,Historiae adversus paganos,TEI,2018-10-01T17:30:17+00:00,2018-10-01T23:11:52+00:00
6751,0003/BMC_MS14,Antidotarium,TEI,2018-10-01T18:49:41+00:00,2018-10-01T23:11:52+00:00
6752,0003/BMC_MS11,Homeliae decem super extremam partem ezechielis,TEI,2018-10-01T20:42:16+00:00,2018-10-01T23:11:52+00:00
6763,0003/BMC_MS28,Chew psalter,TEI,2018-10-08T18:34:07+00:00,2018-10-08T22:30:15+00:00
6764,0003/BMC_MS43,"De bello italico adversus gothos, etc.",TEI,2018-10-08T19:54:31+00:00,2018-10-08T22:30:15+00:00
6768,0003/BMC_MS47,De miseria conditionis humanae,TEI,2018-10-10T15:42:11+00:00,2018-10-10T22:47:28+00:00
6769,0003/BMC_MS46,"De temporibus pauli II, liber V",TEI,2018-10-10T17:41:18+00:00,2018-10-10T22:47:28+00:00
6827,0003/BMC_MS08,Jewel roll of Edward I for the years 1300-1,TEI,2018-11-19T15:01:15+00:00,2019-09-24T17:44:15+00:00
6828,0003/BMC_MS09,De evangelica praeparatione,TEI,2018-11-19T18:37:52+00:00,2019-09-24T17:44:15+00:00
6829,0003/BMC_MS24,"Lawrence hours, use of Cambrai",TEI,2018-11-19T21:21:22+00:00,2018-11-20T00:23:04+00:00
6830,0003/BMC_MS26,"Book of Hours, Use of Rome (""Mongan Hours"")",TEI,2018-11-21T14:47:27+00:00,2018-11-22T00:09:10+00:00
6831,0003/BMC_MS37,Castle Liturgical Psalter,TEI,2018-11-21T19:14:16+00:00,2018-12-03T18:45:24+00:00
6832,0003/BMC_MS39,De fide ad gratianum augustum libri quinque,TEI,2018-11-26T15:35:57+00:00,2018-11-26T23:43:13+00:00
6833,0003/BMC_MS42,"Commentarius rerum suo tempore gestarum, oratio heliogabali ad meretrices",TEI,2018-11-26T21:32:00+00:00,2018-11-26T23:43:13+00:00
6834,0003/BMC_MS05,Commentarius in librum II sententiarum petri lombardi,TEI,2018-11-28T14:14:24+00:00,2019-09-24T17:44:15+00:00
6835,0003/BMC_MS07,Constitutiones clementinae,TEI,2018-11-28T20:15:11+00:00,2019-09-24T17:44:15+00:00
6836,0003/BMC_MS04,"Canon medicinae, liber V",TEI,2018-11-29T14:19:53+00:00,2019-09-24T17:44:15+00:00
6837,0003/BMC_MS02,De regimine principum,TEI,2018-11-29T17:51:10+00:00,2019-09-24T17:44:15+00:00
6838,0003/BMC_MS16,"Treatise on the gods, commentary on Virgil's Aeneid",TEI,2018-12-03T14:40:37+00:00,2018-12-04T00:40:21+00:00
6839,0003/BMC_MS27,"Book of Hours, Use of Sarum (""Streeter-Piccard Hours"")",TEI,2018-12-03T14:43:55+00:00,2018-12-04T00:40:22+00:00
6841,0003/BMC_MS32,"Radnor Hours, Use of Rome",TEI,2018-12-06T16:19:12+00:00,2019-09-24T17:44:15+00:00
6842,0003/BMC_MS34,Radnor Missal,TEI,2018-12-06T17:56:14+00:00,2019-09-24T17:44:15+00:00
6843,0003/BMC_MS41,"Orationes ad nicolaum V, etc.",TEI,2018-12-06T20:09:01+00:00,2018-12-06T23:29:21+00:00
6967,0003/BMC_MS06,"Epistolae ad familiares; Rime, Trionfi, etc.",TEI,2019-02-21T17:17:55+00:00,2019-09-24T17:44:15+00:00
6968,0003/BMC_MS18,"Canticum canticorum, with glossa ordinaria",TEI,2019-02-21T18:23:09+00:00,2019-02-22T00:29:01+00:00
6976,0003/BMC_MS13,Journal de sainct voyage pour visiter le sainct sepulcre,TEI,2019-02-25T17:39:27+00:00,2019-03-06T18:58:24+00:00
6977,0003/BMC_MS12,Homeliae in johannis evangelium,TEI,2019-02-25T18:52:32+00:00,2019-10-08T20:31:57+00:00
6978,0003/BMC_MS25,"Book of Hours, Use of Rome (""Marquand Hours"")",TEI,2019-02-25T19:20:39+00:00,2019-02-26T01:11:25+00:00
6979,0003/BMC_MS29,"Chew Breviary, Use of Poitiers",TEI,2019-02-25T20:31:30+00:00,2019-03-06T15:38:14+00:00
6981,0003/BMC_MS31,"Havens Breviary, Franciscan Use",TEI,2019-02-27T14:49:08+00:00,2019-09-24T17:44:15+00:00
6982,0003/BMC_MS33,"Radnor hours #2, use uncertain",TEI,2019-02-27T15:03:34+00:00,2019-09-24T17:44:15+00:00
6985,0003/BMC_MS35,De miseria conditionis humanae,TEI,2019-02-27T19:25:11+00:00,2019-02-28T00:22:26+00:00
6986,0003/BMC_MS40,"Oratio in laudem rei publicae venetorum; Vita caroli magni, etc.",TEI,2019-02-27T20:27:41+00:00,2019-02-28T00:22:26+00:00
6989,0003/BMC_MS45,Epistolae familiares,TEI,2019-02-28T14:27:49+00:00,2019-03-01T00:21:09+00:00
6990,0003/BMC_MS48,"De nobilitate, etc.",TEI,2019-02-28T15:23:47+00:00,2019-03-01T00:21:09+00:00
6991,0003/BMC_MS50,"Liturgical Miscellany with Prayers, Office of St. Catherine, Mass of the Virgin, and Biblical Readings, etc.",TEI,2019-02-28T19:30:55+00:00,2019-03-01T00:21:09+00:00
6992,0003/BMC_MS52,Traite de la vanite des choses mondaines,TEI,2019-02-28T20:45:39+00:00,2019-03-01T00:21:09+00:00
6993,0003/BMC_MS53,Libro de optimo imperatore,TEI,2019-02-28T21:25:23+00:00,2019-03-01T00:21:09+00:00
6996,0003/BMC_MS55,Epistulae; Adversus Vigilantium; and De Perpetua virginitate beatae mariae adversus Helvidium,TEI,2019-03-05T15:04:57+00:00,2019-03-05T23:51:56+00:00
7001,0003/BMC_MS21,"Castle hours #3, use uncertain",TEI,2019-03-05T19:06:25+00:00,2019-03-05T23:51:56+00:00
7002,0003/BMC_MS30,"Havens hours, use uncertain",TEI,2019-03-05T19:51:29+00:00,2019-03-05T23:51:56+00:00
7003,0003/BMC_MS03,Mariale; De laudibus beatae mariae virginis,TEI,2019-03-06T14:47:06+00:00,2019-09-24T17:44:15+00:00
7004,0003/BMC_MS57,"Antonius de Vercellis, Tractatus de virtutibus",TEI,2019-03-06T15:15:16+00:00,2019-03-06T23:49:53+00:00
7065,0003/BMC_MS44,Epistolae familiares,TEI,2019-04-01T15:24:01+00:00,2019-04-02T00:27:50+00:00
7100,0003/BMC_MS51,Processional (Use of the Dominican nuns of Poissy),TEI,2019-04-04T13:43:57+00:00,2019-04-05T00:10:07+00:00
7109,0003/BMC_MS54,Sequentiary (Prosar) for Dominican Use,TEI,2019-04-04T20:38:12+00:00,2019-04-05T00:10:07+00:00
9164,0003/BMC_MS56,Middle Dutch Prayer Book,TEI,2019-06-24T14:48:51+00:00,2019-06-24T22:40:03+00:00
9167,0003/BMC_MS10,"Epistolae; Vita s. martini, etc.",TEI,2019-06-27T20:17:52+00:00,2019-06-28T23:07:01+00:00
9172,0003/BMC_MS49,"Epistulae; De Clementia; Sermo de corpore Christi; Meditationes; Epistula de morte S. Hireronymi; De quatuor virtutibus; Epistula ad Cyrillum; Epistula ad Augustinum, etc.",TEI,2019-07-01T13:08:25+00:00,2019-07-01T23:08:53+00:00
9705,0003/bv_056,Notebook of magical formulae.,TEI,2020-01-27T20:56:03+00:00,2020-01-28T00:01:13+00:00
9706,0003/bv_047,al-Mazamir al-muqaddasah.,TEI,2020-01-31T16:04:07+00:00,2020-02-01T01:07:25+00:00
9707,0003/bv_048,Devotional book.,TEI,2020-01-31T16:19:24+00:00,2020-02-01T01:07:25+00:00
9708,0003/bv_049,Subhat al-abrar.,TEI,2020-01-31T16:30:16+00:00,2020-02-01T01:07:25+00:00
9709,0003/bv_050,Gulistan.,TEI,2020-01-31T16:52:25+00:00,2020-02-01T01:07:25+00:00
9710,0003/bv_051,Khamsah.,TEI,2020-01-31T18:42:13+00:00,2020-02-01T01:07:25+00:00
9711,0003/bv_052,al-Qur'an.,TEI,2020-01-31T18:42:53+00:00,2020-04-02T14:03:42+00:00
9712,0003/bv_053,Devotional book.,TEI,2020-01-31T18:43:14+00:00,2020-02-01T01:07:26+00:00
9713,0003/bv_054,Hadha kitab sharh Mashariq.,TEI,2020-01-31T18:43:26+00:00,2020-04-22T13:15:19+00:00
9714,0003/bv_057,Sirat al-Nabi Muhammad.,TEI,2020-01-31T19:40:27+00:00,2020-04-02T14:07:03+00:00
9715,0003/bv_058,Calligraphic album.,TEI,2020-01-31T19:46:25+00:00,2020-04-02T14:08:36+00:00
9716,0003/bv_055,Vasiyyet.,TEI,2020-01-31T19:52:26+00:00,2020-02-01T01:07:26+00:00
9717,0003/bv_060,al-Qur'an.,TEI,2020-01-31T19:59:53+00:00,2020-02-01T01:07:26+00:00
9718,0003/bv_062,Dala'il al-khayrat wa shawariq al-anwar fi dhikr al-salah `ala al-nabi al-mukhtar.,TEI,2020-01-31T20:21:38+00:00,2020-02-01T01:07:26+00:00
9720,0003/bv_067,Syriac-English dictionary.,TEI,2020-02-03T14:37:53+00:00,2020-02-04T00:51:13+00:00
9721,0003/bv_068,al-Hawd.,TEI,2020-02-03T14:38:24+00:00,2020-04-02T14:14:09+00:00
9722,0003/bv_201,Dala'il al-khayrat wa shawariq al-anwar fi dhikr al-salah `ala al-nabi al-mukhtar.,TEI,2020-02-03T15:13:08+00:00,2020-04-02T14:21:16+00:00
9723,0003/bv_072,Tables for the risings and settings of the moon and planets.,TEI,2020-02-03T15:13:40+00:00,2020-02-04T00:51:13+00:00
9724,0003/bv_071,Devotional book.,TEI,2020-02-03T15:14:00+00:00,2020-02-04T00:51:13+00:00
9725,0003/bv_069,Mushaf jalil fihi ....,TEI,2020-02-03T15:23:27+00:00,2020-02-04T00:51:13+00:00
9726,0003/bv_070,al-Qur'an.,TEI,2020-02-03T16:10:53+00:00,2020-04-02T14:19:34+00:00
9780,0003/bv_065,Shahnamah.,TEI,2020-02-14T14:53:23+00:00,2020-02-16T01:22:37+00:00
