document_id,path,title,metadata_type,created,updated
7042,0036/PHS.SecondPresbyterianChurchBurialRecords_Vol3,"Burial records, vol. 3, 1804-1810",TEI,2019-03-20T18:20:18+00:00,2023-02-14T19:19:51+00:00
9322,0036/PHS.CorrRelatingtotheCallofSamuelMiller1798,"Call to Rev. Dr. Samuel Miller, 1798",TEI,2019-08-21T20:31:02+00:00,2023-02-07T20:28:51+00:00
9323,0036/PHS.FirstPresbyterianChurchBillofBurials1796-1797,"Burial list, 1796-1797",TEI,2019-08-21T20:35:08+00:00,2023-02-14T16:16:05+00:00
9324,0036/PHS.FirstPresbyterianChurchBurialList1799,"Burial list, 1798-1799",TEI,2019-08-21T20:38:09+00:00,2023-02-14T16:19:15+00:00
9325,0036/PHS.FirstPresbyterianChurchBurialList1800,"Burial list, 1800",TEI,2019-08-21T20:40:54+00:00,2023-02-14T16:20:57+00:00
9326,0036/PHS.FirstPresbyterianChurchPewRentBooks1783-1785_Vol1,"Pew rent book, 1783-1785, v. 1",TEI,2019-08-21T20:43:58+00:00,2023-02-14T16:26:25+00:00
9327,0036/PHS.FirstPresbyterianChurchPewCommitteeRecords1774-1786_Vol1,"Pew committee minutes, 1774-1786",TEI,2019-08-21T20:48:59+00:00,2023-02-14T16:23:20+00:00
9330,0036/PHS.FirstPresbyterianChurchPewRentBooks1787_Vol2,"Pew rent books, 1787, v. 2",TEI,2019-08-22T15:57:29+00:00,2023-02-14T16:28:26+00:00
9331,0036/PHS.FirstPresbyterianChurchPewRentBooks1789_Vol3,"Pew rent books, 1789, v. 3",TEI,2019-08-22T16:11:50+00:00,2023-02-14T16:30:26+00:00
9332,0036/PHS.FirstPresbyterianChurchPewRentBooks1790_Vol4,"Pew rent books, 1790, v. 4",TEI,2019-08-22T16:15:30+00:00,2023-02-14T16:32:05+00:00
9333,0036/PHS.FirstPresbyterianChurchPewRentBooks1791-1792_Vol5,"Pew rent books, 1791-1792, v. 5",TEI,2019-08-22T17:34:50+00:00,2023-02-14T16:35:07+00:00
9334,0036/PHS.FirstPresbyterianChurchPewRentBooks1793-1794_Vol6,"Pew rent books, 1793-1794, v.6",TEI,2019-08-22T17:52:32+00:00,2023-02-14T16:36:57+00:00
9335,0036/PHS.FirstPresbyterianChurchPewRentBooks1794-1795_Vol7,"Pew rent books, 1794-1795, v. 7",TEI,2019-08-22T19:39:28+00:00,2023-02-14T16:38:50+00:00
9336,0036/PHS.FirstPresbyterianChurchPewRentBooks1796_Vol8,"Pew rent books, 1796, v. 8",TEI,2019-08-23T13:39:26+00:00,2023-02-14T16:40:42+00:00
9563,0036/PHS.FirstPresbyterianChurchPewRentBooks1798_Vol9,"Pew rent books, 1798, v. 9",TEI,2019-11-15T19:51:03+00:00,2023-02-14T16:42:46+00:00
9564,0036/PHS.FirstPresbyterianChurchPewRentBooks1799_Vol10,"Pew rent books, 1798-1799, v. 10",TEI,2019-11-15T20:21:57+00:00,2023-02-14T16:44:22+00:00
9565,0036/PHS.FirstPresbyterianChurchStrangersBuried1797-1798,"Burial list, strangers, 1797-1798",TEI,2019-11-15T20:31:46+00:00,2023-02-14T16:48:45+00:00
9566,0036/PHS.FirstPresbyterianChurchPewRentBooks1800_Vol11,"Pew rent books, 1799-1800, v. 11",TEI,2019-11-15T20:33:40+00:00,2023-02-14T16:46:43+00:00
9568,0036/PHS.ListofSubscribersforRebuildingFirstPresbyterianChurch1793-1796,"List of subscribers for rebuilding the First Presbyterian Church on Market Street, v. 2, 1793-1796",TEI,2019-11-15T21:09:54+00:00,2023-02-14T16:51:41+00:00
9569,0036/PHS.ListofSubscribersforRebuildingFirstPresbyterianChurch1796,"List of subscribers for rebuilding the First Presbyterian Church on Market Street, v. 1, 1796",TEI,2019-11-15T21:12:39+00:00,2023-02-14T19:05:52+00:00
9570,0036/PHS.PersonsWithFirstChurch1774-ca1803,"Persons with First Presbyterian Church, 1774-ca. 1803",TEI,2019-11-15T21:26:56+00:00,2019-12-09T15:18:37+00:00
9571,0036/PHS.ProposalsforFirstChurch1793,"Proposals for First Presbyterian Church, 1793",TEI,2019-11-15T21:35:56+00:00,2023-02-14T19:08:49+00:00
9575,0036/PHS.SecondPresbyterianChurchActReestablishingCharter1780,"Act re-establishing the charter, 1780",TEI,2019-11-18T16:18:25+00:00,2023-02-14T19:13:27+00:00
9576,0036/PHS.SecondPresbyterianChurchBritishOccRepairCosts1780,"Estimate of damages and repairs from the British occupation, 1778-1783",TEI,2019-11-18T16:23:55+00:00,2023-02-14T19:15:26+00:00
9577,0036/PHS.SecondPresbyterianChurchBurialListsandSextonsAccounts1783-1799,"Burial lists and sexton's accounts, 1783-1799",TEI,2019-11-18T16:49:27+00:00,2023-02-14T19:17:33+00:00
9578,0036/PHS.SecondPresbyterianChurchBurialRecords_Vol7,"Burial records, vol. 7, 1867",TEI,2019-11-18T16:59:55+00:00,2023-02-14T19:21:50+00:00
9580,0036/PHS.SecondPresbyterianChurchBurialRecords_Vol8,"Burial records, vol. 8, 1867",TEI,2019-11-18T17:30:27+00:00,2023-02-14T19:23:12+00:00
9582,0036/PHS.SecondPresbyterianChurchBurialRecords1838-1860_Vol6,"Burial records, v. 6, 1838-1850",TEI,2019-11-18T18:44:09+00:00,2023-02-14T19:26:06+00:00
9583,0036/PHS.SecondPresbyterianChurchBurialRecords1851_Vol5,"Burial records, vol. 5, 1851",TEI,2019-11-18T18:56:56+00:00,2023-02-14T19:28:05+00:00
9584,0036/PHS.SecondPresbyterianChurchCharter1772_15_5,"Charter, 1772",TEI,2019-11-18T19:42:58+00:00,2023-02-14T19:29:46+00:00
9585,0036/PHS.SecondPresbyterianChurchDeed1784_3_27,"Deed, 1784",TEI,2019-11-18T19:55:19+00:00,2023-02-14T19:31:39+00:00
9586,0036/PHS.SecondPresbyterianChurchDeed1784_4_23,"Counterpart deed, 1784",TEI,2019-11-18T20:05:24+00:00,2023-02-14T19:33:03+00:00
9587,0036/PHS.SecondPresbyterianChurchDeed1788_3_17,"Deed, 1788",TEI,2019-11-18T20:28:13+00:00,2023-02-14T19:34:26+00:00
9588,0036/PHS.SecondPresbyterianChurchLeasesandCorrespondence,"Correspondence regarding leasing of church property, 1784-1826",TEI,2019-11-18T21:01:45+00:00,2023-02-14T19:36:14+00:00
9589,0036/PHS.SecondPresbyterianChurchPewRentandSundayCollections,"Memoranda book, pew rent and Sunday collections, 1793-1795",TEI,2019-11-22T16:48:21+00:00,2023-02-14T19:42:37+00:00
9590,0036/PHS.SecondPresbyterianChurchMinutes1749-1772,"Congregational, corporation, and trustees minutes, vol. 1, 1749-1775",TEI,2019-11-22T16:58:36+00:00,2023-02-14T19:40:34+00:00
9591,0036/PHS.SecondPresbyterianChurchPewRentBooks1781_Vol1,"Pew rent records, vol. 1, 1781",TEI,2019-11-22T17:27:43+00:00,2023-02-14T19:44:44+00:00
9592,0036/PHS.SecondPresbyterianChurchPewRentBooks1783-1789_Vol2,"Pew rent records, vol. 2, 1783-1789",TEI,2019-11-22T17:36:45+00:00,2023-02-14T19:46:39+00:00
9593,0036/PHS.SecondPresbyterianChurchPewRentBooks1792-1793_Vol3,"Pew rent records, vol. 3, 1792-1793",TEI,2019-11-22T17:53:38+00:00,2023-02-14T21:17:18+00:00
9594,0036/PHS.SecondPresbyterianChurchPewRentBooks1793_Vol4,"Pew rent records, vol. 4, 1793",TEI,2019-11-22T19:23:45+00:00,2023-02-14T21:19:21+00:00
9595,0036/PHS.SecondPresbyterianChurchPewRentBooks1793-1794_Vol5,"Pew rent records, vol. 5, 1793-1794",TEI,2019-11-22T19:35:20+00:00,2023-02-14T21:21:22+00:00
9596,0036/PHS.SecondPresbyterianChurchPewRentBooks1794_Vol6,"Pew rent records, vol. 6, 1794-1795",TEI,2019-11-22T19:55:57+00:00,2023-02-14T21:22:56+00:00
9597,0036/PHS.SecondPresbyterianChurchPewRentBooks1794-1795_Vol7,"Pew rent records, vol. 7, 1794-1795 and burial records, 1867",TEI,2019-11-22T20:07:58+00:00,2023-02-14T21:25:08+00:00
9598,0036/PHS.SecondPresbyterianChurchPewRentBooks1795_Vol8,"Pew rent records, vol. 8, 1795",TEI,2019-11-22T20:12:26+00:00,2023-02-14T21:27:03+00:00
9599,0036/PHS.SecondPresbyterianChurchPewRentBooks1796-1798_Vol9,"Pew rent records, vol. 9, 1796-1798",TEI,2019-11-22T20:25:50+00:00,2023-02-14T21:28:31+00:00
9600,0036/PHS.SecondPresbyterianChurchSchoolCommCorrAgreementAccount,"Schoolmaster records, 1786-1791, John Ely",TEI,2019-11-22T20:27:26+00:00,2023-02-14T21:31:02+00:00
9601,0036/PHS.SecondPresbyterianChurchSchoolCommSubscriptionListEtc,"School Committee records, 1795-1798",TEI,2019-11-22T20:50:03+00:00,2023-02-14T21:33:35+00:00
9602,0036/PHS.SecondPresbyterianChurchSessionMinutes1744-1798,"Session minutes, 1744-1798",TEI,2019-11-22T22:04:23+00:00,2023-02-14T21:40:02+00:00
9603,0036/PHS.SecondPresbyterianChurchLeasesBondsMortgagesInsurance,"Financial records, 1764-1808",TEI,2019-12-02T15:38:33+00:00,2023-02-14T19:38:10+00:00
9604,0036/PHS.ThirdPresbyterianChurchCalltoRevGeorgeDuffield1771_32_53,"Call to Rev. George Duffield, 1771",TEI,2019-12-02T15:39:39+00:00,2023-02-14T21:42:57+00:00
9605,0036/PHS.ThirdPresbyterianChurchCharter1772_15_6,"Charter, 1772",TEI,2019-12-02T15:40:51+00:00,2023-02-14T21:46:51+00:00
