document_id,path,title,metadata_type,created,updated
644,0006/MC_968_11_4_v01,"William Allinson diary, volume 1",TEI,2015-08-11T18:32:31+00:00,2015-10-07T00:31:19+00:00
646,0006/MC_968_11_4_v02,"William Allinson diary, volume 2",TEI,2015-08-11T19:04:20+00:00,2015-10-07T00:31:19+00:00
648,0006/MC_968_11_4_v03,"William Allinson diary, volume 3",TEI,2015-08-11T19:40:51+00:00,2015-10-07T00:31:19+00:00
650,0006/MC_975_01_003,Some account of our journey to Cannandaigue,TEI,2015-08-12T12:43:47+00:00,2015-10-07T00:31:19+00:00
660,0006/MC_975_01_078,Joel Swayne journal,TEI,2015-08-12T18:05:07+00:00,2015-10-07T00:31:19+00:00
780,0006/MC_950,Visit to the Indians in 1798,TEI,2015-08-25T19:49:34+00:00,2015-10-07T00:31:19+00:00
794,0006/MC_1008_23_4,"A series of letters written on a Journey to the Oneida, Onondago, and Cayuga Tribes of the Five Nations ... undertaken by Isaiah Rowland, James Cooper, John Pierce, and Joseph Sansom",TEI,2015-08-28T19:32:12+00:00,2015-10-07T00:31:19+00:00
6980,0006/harris_044a,Essay on Greek and Roman history,TEI,2019-02-26T19:39:12+00:00,2019-10-15T00:51:37+00:00
6995,0006/harris_044b,Leonardo Arentino Bruni manuscript,TEI,2019-03-04T16:57:52+00:00,2019-10-15T00:51:37+00:00
7161,0006/harris_045,Thomas Aquinas treatises,TEI,2019-04-10T15:16:00+00:00,2019-10-15T00:51:37+00:00
7168,0006/harris_043,Gospels with commentary,TEI,2019-04-10T18:18:30+00:00,2019-10-15T00:51:37+00:00
7176,0006/harris_001,Masoretic Bible,TEI,2019-04-10T20:07:12+00:00,2019-10-15T00:51:37+00:00
7184,0006/harris_047a,Gasparino Barzizza text on rhetoric,TEI,2019-04-11T18:00:08+00:00,2019-10-15T00:51:37+00:00
7253,0006/harris_047b,Gasparino Barzizza text on rhetoric,TEI,2019-04-24T18:05:44+00:00,2019-10-15T00:51:37+00:00
9150,0006/J2_16_10,Bible from Northern France,TEI,2019-06-17T13:37:43+00:00,2019-06-17T23:42:13+00:00
9163,0006/harris_042,Psalter,TEI,2019-06-20T18:36:26+00:00,2019-10-15T00:51:50+00:00
9185,0006/harris_044,Vulgate concordance,TEI,2019-07-19T15:49:05+00:00,2019-10-15T00:51:50+00:00
9396,0006/harris_029,Zqura mlahma d-`al sarba d-haymanuta 'ortoduksayta d-mettawde men `edta qatoliqi wa-msarar b-tahwyata d-men ktabay qudsa.,TEI,2019-09-20T16:03:29+00:00,2019-09-21T02:11:44+00:00
9406,0006/harris_030,Shimo,TEI,2019-09-23T17:10:01+00:00,2019-09-23T22:31:59+00:00
9407,0006/harris_031,Taksa l-sawma qadisa d-'arb`in w-'itawhy pelguta qadm.,TEI,2019-09-23T20:36:00+00:00,2020-04-06T20:00:21+00:00
9408,0006/harris_032,Taksa l-sawma qadisa d-'arb`in w-'itawhy pelguta trayana.,TEI,2019-09-23T20:40:46+00:00,2020-04-06T20:05:55+00:00
9446,0006/harris_037,Kitab Salawat al-nahariyah.,TEI,2019-10-04T19:06:32+00:00,2019-10-04T23:00:02+00:00
9447,0006/harris_035,Devotional Book.,TEI,2019-10-04T19:06:49+00:00,2019-10-04T23:00:02+00:00
9448,0006/harris_038,Arabic-Syriac glossary.,TEI,2019-10-04T19:27:18+00:00,2020-04-06T20:09:04+00:00
9449,0006/harris_050,Syriac Grammar.,TEI,2019-10-04T19:38:47+00:00,2019-10-05T23:56:41+00:00
9450,0006/harris_049,Mnate men ktaba d-dayi'lugu su'ala w-punaya.,TEI,2019-10-04T19:44:46+00:00,2019-10-05T23:56:41+00:00
9453,0006/harris_059,Ma`alta da-lwat ida`ta gramatiqayta.,TEI,2019-10-04T20:30:26+00:00,2019-10-05T23:56:41+00:00
9454,0006/harris_051,Lahksiqon mkansa da-mhawe `al mele `asqe d-ba-ktaba qadisa w-hadhdane d-men ktabe d-malpane.,TEI,2019-10-04T20:49:02+00:00,2020-04-06T20:10:58+00:00
9455,0006/harris_057,Fusul al-Injil al-tahir al-muqaddas.,TEI,2019-10-07T13:25:03+00:00,2020-04-06T20:15:23+00:00
9456,0006/harris_060,Tas`ita d-Yawsep.,TEI,2019-10-07T13:26:57+00:00,2019-10-07T23:40:49+00:00
9460,0006/harris_034,al-Qur'an.,TEI,2019-10-07T14:11:01+00:00,2019-10-07T23:40:49+00:00
9464,0006/harris_048,Qawme.,TEI,2019-10-07T16:57:44+00:00,2019-10-07T23:40:49+00:00
9466,0006/harris_052,Pusaq tesmsata `idtanaye.,TEI,2019-10-07T17:58:05+00:00,2019-10-07T23:40:49+00:00
9475,0006/harris_061,Silah al-din wa-turs al-yaqin.,TEI,2019-10-11T14:44:50+00:00,2019-10-11T23:58:36+00:00
9476,0006/harris_058,Ktaba d-semhe.,TEI,2019-10-11T14:59:49+00:00,2019-10-11T23:58:36+00:00
9477,0006/harris_062,al-Tawrat.,TEI,2019-10-11T14:59:54+00:00,2019-10-11T23:58:36+00:00
9478,0006/harris_053,Hudra.,TEI,2019-10-11T16:27:58+00:00,2019-10-11T23:58:36+00:00
9480,0006/harris_063,al-`Ilm al-lahuti.,TEI,2019-10-11T19:23:37+00:00,2019-10-11T23:58:36+00:00
9483,0006/harris_066,Divan.,TEI,2019-10-11T19:45:53+00:00,2020-04-06T20:17:34+00:00
9485,0006/harris_067,Layli va Majnun.,TEI,2019-10-11T19:49:40+00:00,2019-10-11T23:58:36+00:00
9486,0006/harris_073,Al-juz' al-awwal min kitab Mashariq al-anwar al-Qudsiyah fi bayan al-`uhud al-Muhammadiyah al-shahir bi-al-`Uhud al-kubra.,TEI,2019-10-14T14:37:51+00:00,2020-04-06T20:19:16+00:00
9487,0006/harris_070,Arabic-Persian dictionary.,TEI,2019-10-14T15:48:53+00:00,2019-10-15T23:03:51+00:00
9489,0006/harris_027,'Ewangeliwan qadisa da-msiha paruqan.,TEI,2019-10-14T16:19:21+00:00,2019-10-15T23:03:51+00:00
9490,0006/harris_054,Ktaba d-simata.,TEI,2019-10-14T17:31:20+00:00,2020-04-06T20:13:14+00:00
9491,0006/harris_038a,al-Khums al-awwal min Sahih al-Bukhari.,TEI,2019-10-14T17:32:02+00:00,2019-10-15T23:03:51+00:00
9492,0006/harris_036,New Testament.,TEI,2019-10-14T19:42:50+00:00,2019-10-15T23:03:51+00:00
9493,0006/harris_055,Kamis.,TEI,2019-10-18T13:23:18+00:00,2019-10-19T00:25:45+00:00
9494,0006/harris_056,Mu`in al-mufti `ala jawab al-mustafti.,TEI,2019-10-18T13:23:57+00:00,2019-10-19T00:25:46+00:00
9506,0006/harris_033,'Ewangeliwan.,TEI,2019-10-21T16:22:19+00:00,2019-10-23T01:20:31+00:00
