document_id,path,title,metadata_type,created,updated
11583,0053/folger_ms_va108,"Satyrae ... etc. manuscript, ca. 15th century.",TEI,2022-05-25T19:51:36+00:00,2022-07-19T16:11:25+00:00
11584,0053/folger_ms_va76,"Gesta Romanorum manuscript, ca. 1450.",TEI,2022-05-26T14:49:33+00:00,2022-06-23T17:53:58+00:00
11585,0053/folger_ms_va77,Gesta inclita Tyrii Appollonii regis,TEI,2022-05-26T15:20:26+00:00,2022-05-26T22:20:27+00:00
11586,0053/folger_ms_va82,Elegiae,TEI,2022-05-26T15:53:37+00:00,2022-05-26T22:20:27+00:00
11590,0053/folger_ms_va83,"De arte amandi manuscript, ca. 1400? / Ovidius.",TEI,2022-06-23T18:47:49+00:00,2022-06-23T22:25:40+00:00
11591,0053/folger_ms_va84,"Appollogeticus ... etc. manuscript, 1504.",TEI,2022-06-23T19:23:59+00:00,2022-06-23T22:25:40+00:00
11757,0053/folger_ms_va88,"Selected works of Cicero manuscript, ca. 1465.",TEI,2022-07-13T20:02:09+00:00,2022-07-13T22:51:53+00:00
11758,0053/folger_ms_va102,"Latinae linguae elegantiarum compendium ... etc. manuscript, ca. 1455.",TEI,2022-07-15T14:25:14+00:00,2022-07-15T22:30:43+00:00
11759,0053/folger_ms_va106,"Ad Herennium rhetorica manuscript, 15th century / Marcii Tullii Ciceronis.",TEI,2022-07-15T14:52:49+00:00,2022-07-15T22:30:43+00:00
11760,0053/folger_ms_va107,"Phaedrum ... etc. manuscript, ca. 1460.",TEI,2022-07-15T15:36:04+00:00,2022-07-15T22:30:43+00:00
11761,0053/folger_ms_va111,"Vita Alexandri Magni, libri 3-10 manuscript, 14th or 15th century.",TEI,2022-07-15T16:42:54+00:00,2022-07-15T22:30:43+00:00
11763,0053/folger_ms_va167,"On the art of speaking ... etc. manuscript, ca. 1450.",TEI,2022-07-19T15:16:09+00:00,2022-07-19T22:27:22+00:00
11764,0053/folger_ms_va228,"Hore beate Marie virginis secundum usum Sarum manuscript, ca. 1500.",TEI,2022-07-19T15:34:13+00:00,2022-07-19T22:27:22+00:00
11765,0053/folger_ms_va256,"A collection of statutes of the realm manuscript, compiled ca. 1325.",TEI,2022-07-19T16:33:30+00:00,2022-07-19T22:27:22+00:00
11766,0053/folger_ms_va257,"Liber Sancti Effrem ... etc. manuscript, compiled ca. 1425.",TEI,2022-07-20T13:02:48+00:00,2022-07-20T23:06:06+00:00
11769,0053/folger_ms_vb31,"Ethimologiarum manuscript, 13th century / secundum Isydori episcopi Hispalensis.",TEI,2022-07-20T14:53:09+00:00,2022-07-20T23:06:06+00:00
11770,0053/folger_ms_xd506_1,"Decretals of Gregory IX (fragment) manuscript, ca. 1250.",TEI,2022-07-20T16:24:23+00:00,2022-07-20T23:06:06+00:00
11771,0053/folger_ms_xd506_2,"Decretals of Gregory IX (fragment) manuscript, ca. 1250.",TEI,2022-07-20T16:25:56+00:00,2022-07-20T23:06:06+00:00
11772,0053/folger_ms_xd512,"Decretum (fragment) manuscript, ca. 1250.",TEI,2022-07-20T16:27:02+00:00,2022-07-20T23:06:06+00:00
11773,0053/folger_ms_va543,"Cultus sanctor manuscript, 1381.",TEI,2022-07-20T16:53:04+00:00,2022-07-20T23:06:06+00:00
11774,0053/folger_ms_vb40,"De vita XII Caesarum manuscript, ca. 1470? / C. Suetonii Tranquilli.",TEI,2022-07-20T17:36:23+00:00,2022-07-20T23:06:06+00:00
11775,0053/folger_ms_vb42,"Commentary on the Decretals of Pope Gregory IX manuscript, ca. 1475?",TEI,2022-07-20T19:32:05+00:00,2022-07-21T23:09:31+00:00
11776,0053/folger_ms_vb106,"Chronicle of England, known as The Brut manuscript, ca. 1440.",TEI,2022-07-22T13:59:09+00:00,2022-07-22T23:35:30+00:00
11777,0053/folger_ms_va113,"Super historiam Ihierosolymitanam ... etc. manuscript, ca. 1420.",TEI,2022-07-22T15:09:11+00:00,2022-07-22T23:35:30+00:00
11778,0053/folger_ms_va112,"De officiis ... etc. manuscript, 15th century.",TEI,2022-07-22T16:21:13+00:00,2022-07-22T23:35:30+00:00
11779,0053/folger_ms_vb29,"De confessione amantis manuscript, ca. mid-15th century.",TEI,2022-07-22T17:29:13+00:00,2022-07-22T23:35:31+00:00
11782,0053/folger_ms_vb32,"Physica ... etc. manuscript, ca. 1300?",TEI,2022-07-22T20:38:40+00:00,2022-07-23T22:48:48+00:00
11783,0053/folger_ms_vb236,"The book called Handelyng off synne, 1303 manuscript, copy of ca. 1400.",TEI,2022-07-26T13:33:51+00:00,2022-07-26T23:01:40+00:00
