document_id,path,title,metadata_type,created,updated
4278,0021/HebrewMss6,Rylands Sephardi Haggadah,TEI,2017-06-05T17:36:41+00:00,2018-01-11T19:11:15+00:00
4280,0021/HebrewMss7,Rylands Ashkenazi Haggadah,TEI,2017-06-05T19:07:07+00:00,2018-01-31T14:54:00+00:00
5079,0021/HebrewMss24,"Amidat musaf le-Rosh ha-Shanah, or Amidah prayer for the additional service of New Year",TEI,2017-09-22T20:54:41+00:00,2018-12-06T20:04:51+00:00
5083,0021/HebrewMss5,Miscellaneous treatises,TEI,2017-09-26T16:10:57+00:00,2019-12-03T15:37:25+00:00
5109,0021/HebrewMss30,Compilation of texts on logic and astrology,TEI,2017-09-28T20:33:31+00:00,2019-12-03T15:41:35+00:00
5178,0021/HebrewMss8,Commentary on the Pentateuch by Nachmanides,TEI,2017-10-06T19:48:22+00:00,2018-01-11T19:01:52+00:00
5197,0021/HebrewMss38,Psalms,TEI,2017-10-11T15:13:12+00:00,2018-01-11T19:01:52+00:00
5199,0021/HebrewMss25,Deuteronomy,TEI,2017-10-11T16:20:19+00:00,2018-01-11T19:01:52+00:00
5410,0021/HebrewMss23,"Sefer ha-Mivhar, or Commentary on the Pentateuch",TEI,2017-10-30T16:21:14+00:00,2018-01-11T19:01:52+00:00
5452,0021/HebrewMss32,Ets Hayyim,TEI,2017-10-31T15:20:33+00:00,2018-01-11T19:01:52+00:00
5553,0021/GasterHebrewMss21,Remedies and prescriptions,TEI,2017-11-13T15:42:18+00:00,2018-12-05T18:53:35+00:00
5555,0021/GasterHebrewMss118,Remedies and prescriptions,TEI,2017-11-13T17:15:58+00:00,2018-01-11T19:01:52+00:00
5557,0021/GasterHebrewMss274,Jewish moral tales & Hebrew liturgical poems,TEI,2017-11-13T20:33:10+00:00,2018-12-06T17:31:45+00:00
5953,0021/GasterHebrewMssAdd5,Yemenite prayer book; Pa'amon Zahav,TEI,2018-01-19T14:33:40+00:00,2019-12-03T15:40:09+00:00
5963,0021/HebrewMss31,"Sefer Mitsvot Qatan, and other works",TEI,2018-01-19T21:58:11+00:00,2019-12-03T15:38:30+00:00
5988,0021/GasterHebrewMss444,Sefer madda' segulot,TEI,2018-01-29T21:41:06+00:00,2018-12-06T17:39:45+00:00
5989,0021/GasterHebrewMss146,Karaite prayer book for Passover and Shavuot,TEI,2018-01-30T15:27:50+00:00,2019-04-03T15:49:56+00:00
5990,0021/GasterHebrewMss86,Ketuvim,TEI,2018-01-30T20:50:08+00:00,2018-12-06T15:59:45+00:00
5996,0021/GasterHebrewMss659,Kiryat Sefer,TEI,2018-01-31T19:16:36+00:00,2018-12-06T17:42:07+00:00
5997,0021/HebrewMss36,Hebrew Bible,TEI,2018-02-02T14:08:52+00:00,2018-02-03T00:11:54+00:00
6756,0021/GasterHebrewMss1324,Karaite codex,TEI,2018-10-04T16:27:37+00:00,2018-10-08T18:52:48+00:00
6758,0021/GasterHebrewMss713,Meirat Enayim,TEI,2018-10-04T17:56:04+00:00,2018-12-06T19:03:24+00:00
6760,0021/GasterHebrewMss1482,Sefer ha-Peli'ah Book of Wonder,TEI,2018-10-04T20:36:25+00:00,2019-12-03T15:32:18+00:00
6761,0021/HebrewMss58,An analysis of every word in the Book of Genesis,TEI,2018-10-05T13:51:00+00:00,2018-10-08T18:52:48+00:00
6762,0021/HebrewMss59,Songs of Jacob,TEI,2018-10-05T14:49:26+00:00,2018-10-08T18:52:48+00:00
6816,0021/GasterHebrewMss139,Yiddish and Judeo-German songs and poems,TEI,2018-11-13T17:31:16+00:00,2018-11-13T23:48:13+00:00
6817,0021/GasterHebrewMss1090,Sefer Goralot,TEI,2018-11-13T18:41:45+00:00,2018-12-06T19:06:03+00:00
6818,0021/GasterHebrewMss1380,Composite Yemenite manuscript,TEI,2018-11-13T18:42:14+00:00,2018-12-06T19:12:19+00:00
6819,0021/GasterHebrewMss1635,Liturgical booklet,TEI,2018-11-13T19:33:32+00:00,2018-12-06T19:27:57+00:00
6820,0021/GasterHebrewMss1821A,Mahzor,TEI,2018-11-13T21:08:12+00:00,2018-12-06T19:31:17+00:00
6821,0021/GasterHebrewMss1423,Kitab al-lamha (Book of Light),TEI,2018-11-14T14:21:35+00:00,2019-12-03T15:33:24+00:00
6822,0021/GasterHebrewMss2020,Book of Riches,TEI,2018-11-14T14:23:15+00:00,2018-12-06T19:35:06+00:00
6823,0021/GasterHebrewMssAdd1,Yemenite manuscript,TEI,2018-11-14T15:07:48+00:00,2018-11-15T00:13:51+00:00
6824,0021/HebrewMss33,Nimmuqim al Sefer ha-Shorashim,TEI,2018-11-14T15:08:39+00:00,2018-12-06T20:18:15+00:00
