document_id,path,title,metadata_type,created,updated
6847,0032/ms_or_015,Sharh-i sad kalimah-i Batlamiyus.,TEI,2018-12-18T21:36:56+00:00,2019-01-25T21:41:18+00:00
6849,0032/ms_or_019,Panjah bab-i sultani bi-`ilm-i usturlab.,TEI,2018-12-19T17:42:27+00:00,2019-01-28T14:43:05+00:00
6850,0032/ms_or_024,Calendar for year 1064 AH,TEI,2018-12-19T18:07:53+00:00,2019-01-28T14:43:12+00:00
6851,0032/ms_or_025,Kitab al-ukar.,TEI,2018-12-19T18:10:47+00:00,2019-01-28T14:43:19+00:00
6852,0032/ms_or_032,Treatise on composing letters,TEI,2018-12-19T18:23:42+00:00,2019-01-28T14:43:25+00:00
6853,0032/ms_or_044,Kitab al-kurah al-mutaharrikah /,TEI,2018-12-19T18:46:11+00:00,2019-12-03T16:32:23+00:00
6854,0032/ms_or_046,Sharh-i `asa-yi mukhtari`-i humayun padshah. Ganj-i nahan khanah-i hayy-i qadim.,TEI,2018-12-19T18:49:22+00:00,2019-01-28T14:43:40+00:00
6865,0032/ms_or_016,On charms and talismans.,TEI,2019-02-04T17:05:10+00:00,2019-02-04T23:21:47+00:00
6866,0032/ms_or_021,al-Mulakhkhas fi al-hay'ah.,TEI,2019-02-05T19:40:30+00:00,2019-02-05T23:32:48+00:00
6867,0032/ms_or_030,Usul al-handasah wa-al-hisab /,TEI,2019-02-05T20:51:33+00:00,2019-02-05T23:32:48+00:00
6868,0032/ms_or_033,Khulasat al-hisab.,TEI,2019-02-05T22:06:26+00:00,2019-02-05T23:32:48+00:00
6869,0032/ms_or_036,Badi` al-hisab.,TEI,2019-02-06T15:48:36+00:00,2019-02-06T23:44:45+00:00
6870,0032/ms_or_037,Bada'i` al-funun.,TEI,2019-02-06T16:30:43+00:00,2019-02-06T23:44:45+00:00
6871,0032/ms_or_038,Lilavati.,TEI,2019-02-06T17:08:21+00:00,2019-02-06T23:44:45+00:00
6872,0032/ms_or_039,Kitab-i Surkhab dar `ilm-i raml.,TEI,2019-02-06T17:45:29+00:00,2019-02-06T23:44:45+00:00
6873,0032/ms_or_041,Sab` samawat li-sirr sama'i.,TEI,2019-02-06T17:52:50+00:00,2019-03-18T16:01:11+00:00
6874,0032/ms_or_043,Sharh ashkal al-ta'sis.,TEI,2019-02-06T17:55:49+00:00,2019-02-06T23:44:45+00:00
6875,0032/ms_or_047,Risalah bar usturlab.,TEI,2019-02-07T14:25:01+00:00,2019-02-08T00:47:37+00:00
6876,0032/ms_or_048,Bist bab dar `ilm-i usturlab.,TEI,2019-02-07T14:25:41+00:00,2019-02-08T00:47:37+00:00
6877,0032/ms_or_052,Kitab al-kurah al-mutaharrikah /,TEI,2019-02-07T15:08:44+00:00,2019-02-08T00:47:37+00:00
6878,0032/ms_or_054,Lilavati.,TEI,2019-02-07T15:24:12+00:00,2019-02-08T00:47:37+00:00
6879,0032/ms_or_058,Khulasat al-hisab.,TEI,2019-02-07T15:39:21+00:00,2019-02-08T00:47:37+00:00
6880,0032/ms_or_060,Bahr al-`Uyun.,TEI,2019-02-07T16:06:27+00:00,2019-02-08T00:47:37+00:00
6881,0032/ms_or_049,Kitab Usul al-handasah wa-al-hisab,TEI,2019-02-07T16:08:17+00:00,2019-02-14T19:55:05+00:00
6882,0032/ms_or_064,Usul al-handasah wa-al-hisab. Fi bayan al-murabba`at.,TEI,2019-02-07T16:23:05+00:00,2019-02-08T00:47:37+00:00
6883,0032/ms_or_066,Majmu`ah.,TEI,2019-02-07T18:14:43+00:00,2019-02-14T20:49:52+00:00
6884,0032/ms_or_072,Diwan Taj al-`arifin wa-sultan al-`ashiqin min al-shu`ara' bi-la mu`arid `Umar ibn Farid.,TEI,2019-02-07T18:48:48+00:00,2019-02-08T00:47:37+00:00
6885,0032/ms_or_069,al-Mujallad al-rabi` min al-mathnawi al-ma`nawi al-hadi ila sirat al-sawi,TEI,2019-02-07T18:53:28+00:00,2019-02-08T00:47:37+00:00
6886,0032/ms_or_083,al-Qur'an.,TEI,2019-02-07T19:29:06+00:00,2019-02-12T00:04:37+00:00
6887,0032/ms_or_091,al-Qur'an.,TEI,2019-02-08T15:55:21+00:00,2019-02-08T23:42:41+00:00
6888,0032/ms_or_094,al-Juz' al-rabi` wa-al-`ishrun.,TEI,2019-02-08T18:58:02+00:00,2019-02-08T23:42:41+00:00
