shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum NEP26,Kitāb Duʻāʼ al-Jawshan|كتاب دعاء الجوشن,Duʻāʼ al-Jawshan|Duʻāʼ al-Sayfī,"",Arabic,ara,between 1468-1496,Egypt?
