shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 339,Marriage contract of Sitt al-Dar daughter of R. Isaac,"","",Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE); Judeo-Arabic; Hebrew,arc|jrb heb,"",Fustat
