shelfmark,title,additional_titles,authors,language,language_codes,date,place
BS75 1200z,Bible,Epistula 53 ad Paulinum (Jerome)|Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Prologue to Joshua (Jerome)|Joshua|Judges|Ruth|Prologue to 1 Kings (Jerome)|1 Kings|2 Kings|3 Kings|4 Kings|Prologue to 1 Chronicles (Jerome)|1 Chronicles|Prologue to 2 Chronicles (Jerome)|2 Chronicles|Prologue to Ezra (Jerome)|Ezra|Nehemiah|3 Ezra|Prologue to Tobit (Jerome)|Tobit|Prologue to Judith (Jerome)|Judith|Prologue to Esther (Jerome)|Esther|Prologue to Job (Jerome)|Another prologue|Job|Psalms|Prologue to Proverbs (Jerome)|Proverbs|Prologue to Ecclesiastes (Jerome)|Ecclesiastes|Song of Songs|Prologue to Wisdom (Jerome)|Wisdom|Prologue to Ecclesiasticus (Jerome)|Ecclesiasticus|Prologue to Isaiah (Jerome)|Isaiah|Prologue to Jeremiah (Jerome)|Jeremiah|Lamentations|Baruch|Prologue to Ezekiel (Jerome)|Ezekiel|Prologue to Daniel (Jerome)|Daniel|Prologue to the Twelve Prophets (Jerome)|Another prologue (Jerome)|Hosea|Prologue to Joel (Jerome)|Another prologue (Jerome)|Joel|Prologue to Amos (Jerome)|Another prologue (Jerome)|Another prologue (Jerome)|Amos|Prologue to Obadiah (Jerome)|Obadiah|Prologue to Jonah (Jerome)|Another prologue (Jerome)|Jonah|Prologue to Micah (Jerome)|Micah|Prologue to Nahum (Jerome)|Nahum|Prologue to Habakkuk (Jerome)|Habakkuk|Prologue to Zephaniah (Jerome)|Zephaniah|Prologue to Haggai (Jerome)|Haggai|Prologue to Zechariah (Jerome)|Zechariah|Prologue to Malachi (Jerome)|Malachi|Prologue to Maccabees (Jerome)|Another prologue (Jerome)|Another prologue (Jerome)|1 Maccabees|2 Maccabees|Prologue to Matthew (Jerome)|Another prologue (Jerome)|Matthew|Prologue to Mark (Jerome)|Mark|Prologue to Luke (Jerome)|Another prologue (Jerome)|Luke|Prologue to John (Jerome)|John|Prologue to Romans (Jerome)|Romans|Prologue to 1 Corinthians (Jerome)|1 Corinthians|Prologue to 2 Corinthians (Jerome)|2 Corinthians|Prologue to Galatians (Jerome)|Galatians|Prologue to Ephesians (Jerome)|Ephesians|Prologue to Philippians (Jerome)|Philippians|Prologue to Colossians (Jerome)|Colossians|Prologue to 1 Thessalonians (Jerome)|1 Thessalonians|Prologue to 2 Thessalonians (Jerome)|2 Thessalonians|Prologue to 1 Timothy (Jerome)|1 Timothy|Prologue to 2 Timothy (Jerome)|2 Timothy|Prologue to Titus (Jerome)|Titus|Prologue to Philemon (Jerome)|Philemon|Prologue to Hebrews (Jerome)|Hebrews|Prologue to Acts (Jerome)|Acts|Prologue to the Canonical Epistles|James|1 Peter|2 Peter|1 John|2 John|3 John|Jude|Prologue to Revelation (Jerome)|Revelation|Interpretationes Hebraicorum nominum,"",Latin,lat,"","Paris?, Northern France"
