shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 26968,Sidur (סדור),Services for week-days|Services for Shabat|Berakhot se῾udah|῾Inyan Pesaḥ|Poetical pieces|Masekhet avot|Seder ῾inyan Shavu῾ot|῾Inyan ta῾aniyot|Seder ῾inyan Rosh ha-shanah|Seder ῾inyan Yom Kipur|῾Inyan ḥag Sukot|῾Inyan Shemini ῾atseret|῾Eruvin|Poetical pieces|Seder ḥatanim u-birkat erusin|Additional pieces,"",Hebrew,he,"",""
