shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 700 Item 44,Lengua maya,"","Berendt, C. Hermann 1817-1878|Pérez, Juan Pío, 1798-1859|Brasseur de Bourbourg, abbé, 1814-1874|Encarnación Avila, Manuel|Pérez, Benito, 1747-1813|Cervera, José Tiburcio|Chan, Florentino|Pec, Benancio|Novelo, Bonifacio|García, José Antonio","Maya and Spanish, with some French (p. 137-141, 143)",myn|spa fre,1870,Mérida
