shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 439/16,Fall of princes,Prologus|Liber primus|Prologus libri secundi|Liber secundus|Prologus libri tercii|Liber tercius|Prohemium libri quarti|Liber quartus|Liber quintus|Liber sextus|Liber septimus|Prohemium octavi libri|[Liber octavus]|Liber nonus,"",Middle English (1100-1500),enm,"",England
