shelfmark,title,additional_titles,authors,language,language_codes,date,place
Harley MS 150,Perushim,Ecclesiastes|Ecclesiastes|Ruth|Song of Songs|Esther|Lamentations|Joshua|Judges|Samuel|Kings|Jeremiah|Ezekiel|Isaiah|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi|Commentary on Job|Leviticus,"",Hebrew,he,"",Part I: Italy Part II: France Part III: France Part IV: France
