shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 15,Sharḥ-i ṣad kalimah-i Baṭlamiyūs.|شرح صد کلمه بطلمىوس,Sharḥ-i ṣad Kalima-i Baṭlamiyūs,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274|Pseudo-Ptolemy|Pseudo-Ptolemy",Persian with Arabic source-text,per|ara,between 1650 and 1799?,India?
