shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 2049,"Nomina et cognomina sponte comparentium, inquisitorum, ac punitorum a Sacro Inquisitionis Tribunali ab anno 1711.","Nomina et cognomina sponte comparentium, inquisitorum, ac punitorum a Sacro Inquisitionis Tribunali ab anno 1711|A|B|C|D|F|G|I|L|M|N|P|R|S|T|U/V","Verruchio, Giovan Battista Magni da","Italian, with Latin title page (f. 1r)",ita|lat,"1711-1714, 1768-1772",Siena
