shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1378,Tassas de la corte de Roma,"Capitulo primero que trata de los impedimentos por los quales no se puede contraher matrimonio en los grados prohividos por el derecho y concilio de Trento, f. 1r|Parte segunda que trata de las causas benficiales y su modo de expedicion en Roma, f. 20r|Tercera parte que trata de diversas causas y materias meregratiosas[?] tanto in foro conscientiae quanto in exteriori y su modo de expedicion en esta Curia Romana, f. 37r","","Spanish, with some terms in Latin",spa|lat,17--,Spain
