shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 9402,Neviʾim u-Khetuvim (נביאים וכתובים),Psalms|Job|Proverbs|Daniel|Ezra|Chronicles|Jeremiah|Isaiah,"",Hebrew,he,"",""
