shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 123,"Book of Hours, Use of Rouen","Calendar, in French|Gospel Lessons|Prayer, Obsecro te|Prayer, O intemerata|Hours of the Virgin, through Lauds|Suffrages|Hours of the Virgin from Prime|Hours of the Cross|Hours of the Holy Spirit|Penitential Psalms and Litany|Office of the Dead|Fifteen Joys of the Virgin, in French|Seven Requests to Our Lord, in French|Hymn, in French|Prayer, in French|Table of contents, in French","",Latin; Middle French (ca. 1400-1600); French,lat|frm fre,"","Rouen, France"
