shelfmark,title,additional_titles,authors,language,language_codes,date,place
SC MS 0014 1.06,"William L. Estes, Jr. Diaries of Army Service in France",23 December 1918|24 Decemer 1918|25 December 1918|26 December 1918|27 December 1918|28 December 1918|29 December 1918|30 December 1918|31 December 1918|1 January 1919|2 January 1919|3 January 1919|4 January 1919|5 January 1919|6 January 1919|7 January 1919|8 January 1919|9 January 1919|10 January 1919|11 January 1919|12-13 January 1919|14 January 1919|15 January 1919|16 January 1919|17 January 1919|18-19 January 1919|20-21 January 1919|22 January 1919|23 January 1919|24 January 1919|25 January 1919|26 January 1919|27 January 1919|28-29 January 1919|30 January 1919|31 January 1919|1 February 1919|2 February 1919|3 February 1919|4 February 1919,"",Primary language: English.,eng,From 1918 to 1919,France
