shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 66,Epistolae ad familiares (Letters to friends),Book I|Book II|Book III|Book IV|Book V|Book VI|Book VII|Book VIII|Book IX|Book X|Book XI|Book XII|Book XIII|Book XIV|Book XV|Book XVI,"",Latin,lat,"","Ferrara, Italy"
