shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1151,Literary and historical miscellany,"Prognosticon sive calendarium perpetuum de anni qualitate et futuris temporibus, f. 1r|Regulae nuptiales, f. 4v|Collegium sive secta fraternitatis securorum, f. 5r|Colloquium regis Salomonis cum Marcolpho, f. 6v|Novi anni apprecatio [1695], f. 9r|Calendar pictures, f. 11r|Dicteria proverbialia rhythmica ab antiquitate mutuata, f. 32r|Aenigmata logogrijphi, f. 77r|Versus veteres proverbiales, leonini et rithmici, f. 88r|Epigrammata selectiora / Melchior Adam Pastorius, f. 100r|Nationum differentia, f. 120r|Poems in German on the seasons and the months, f. 132r|Von Aesopi Klugheit, f. 142r|De philosophis et eorum sectis, f. 144r|Philosophorum vita, f. 145r|Subsidium poeticum in componendo carmine, f. 168r|Beijhu?lffe zu denen teutschen Versen, f. 187r|German-Latin vocabulary, f. 187v|Beijhu?lffe zu denen teutschen Versen (continued), f. 188v|Philosophia, f. 196r|Poems and discourses on the earth, the elements, fauna and flora, in Latin and German, f. 199r|Schatz-Kammer ... u?ber die vornehmbste Welt Geschichte, von derselben Erschaffunge an, bis uff unsere Zeitten, f. 226r|De inventionibus rerum, f. 236 [=235r]|Continuatio biblischer Geschichte, f. 237r [=236r]|On islands, mountains, rivers, and cities, in German, f. 238 [=237r]|Von dem Rathhause zu Augspurg, f. 247v [=246v]|De Turri et Templo Argentinensi, f. 250r [=149r]|On various places, including Erfurt, Vienna, Ulm, Schwa?bisch Hall, Ghent, Venice, f. 250v [=249v]|De peregrinatione, von der Nutzbarkeit des Reisens, f. 254r [=253r]|Notabillia Roma, Unnumbered folio [=255r]|Peregrinationis dissuasio, Sage mir was hastu zu Rom gesehen?, f. 256r [=257r]|Zu welchen Zeitten sich die vornehmbsten Geschichte der Welt begeben haben, f. 259r [=260r]|Herbarum appellationes in den Apotheken, f. 262r [=263r]|Emblems, f. 287r|Threni istri et rheni, f. 375r [=339r]|Von der Statt Paris, f. 386r [=350r]|Index, f. 401r [=365r]","",Latin and German,lat|ger,ca. 1695-1702,"Middle Franconia, Germany"
