shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 755,Sangalletti family accounts,"","Sangalletti family|Sangalletti, Francesco|Sangalletti, Guglielmo|Arrigucci, Andrea|Guidacci, Francesco",Italian,ita,"",""
