shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 83,Baraita di-melekhet ha-mishkan 6-10,"","",Hebrew; Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),heb|arc,"",Orient
