shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 9399,Nevi᾿im u-Khetuvim (נביאים וכתובים),Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakkuk|Zephaniah|Haggai|Zechariah|Malachi|Ruth|Song of Songs|Ecclesiastes|Lamentations|Esther|Psalms|Proverbs|Job|Daniel|Ezra|Chronicles,"",Hebrew,he,"",Germany
