shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1734,Laghuśabdenduśekhara|लघुशब्देन्दुशेखर,Snakeskin between f. 115v [=107v] and f. 116r [=108r]|Snakeskin between f. 115v [=107v] and f. 116r [=108r]|Snakeskin between f. 188v [=180v] and f. 189r [=181r]|Snakeskin between f. 188v [=180v] and f. 189r [=181r]|Snakeskin between f. 268v [=260v] and f. 269r [=261r]|Snakeskin between f. 268v [=260v] and f. 269r [=261r],"Nāgeśabhaṭṭa, active 1670-1750",In Sanskrit,san,"",""
