shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 471,Medical manual and prescriptions ... etc.,"Medical manual and prescriptions, f. 1r|Sefer Tsirurgia, f. 54r|List of Fulginas prescriptions, f. 69r|Partial list of Sefer Tsirurgia prescriptions, f. 68v|Mavo bi-melakhah, f. 69r|Mafteah ha-sodot, f. 84v","Gentilis Fulginas, -1348|Dinus, de Garbo, -1327|Alberti, Bernardo","Hebrew, with one interlinear glossed word in Latin (f. 54r)",heb|lat,circa 1350-1499,Italy
