shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 188,"Psalter, glossed",Office of the Virgin|Preface|Glossed psalter|Canticles|Te Deum|The Lord's Prayer|Apostles' Creed|Athanasian Creed (partial)|Jerome's preface to the Psalms|Psalm synopses|Sermons on the Virgin|Office of the Visitation of the Virgin,"",Latin,lat,"",Germany
