shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Indic 26,Pravacanasāroddhārasūtra|प्रवचनसारोद्धारसूत्र,"Table, f. 37v|Table, f. 71v|Table, f. 78v|Tables, f. 100v|Tables, f. 112v and f. 113r|Table, f. 123v|Tables, f. 142v|Tables, f. 143v|Table, f. 145v|Tables, f. 145v [=146v]|Table, f. 146v [=147v]","Nemicandrasūri, active 1072-1083",In Sanskrit and Gujarati,pra|san guj,"",""
