shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1030,Pañcakośaviveka|पञ्चकोशविवेक,"","Mādhava, -1386|Rāmakr̥ṣṇa|Rāmakr̥ṣṇa",In Sanskrit,san,"",""
