shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 19665,"Torah ʿim perush Rash""i (תורה עם פרוש רש""י)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy,"",Hebrew,he,"",Italy
