shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis O 67,Kullīyāt.|کليات,Kullīyāt|[Preface]|[Risālāt]|Gulistān|Būstān|Qaṣāʼid-i ʻArabī|Qaṣāʼid-i Fārsī|Marāthī|Mulammaʻāt|Ṭayyibāt|Badāʻi|Khavātīm|Ghazalīyāt-i qadīmah|Ṣāḥibīyah|Muqaṭṭaʻāt|Muṭāyabāt|Hazalīyāt,Saʻdī,Persian,per,between 1550 and 1650?,Iran?
