shelfmark,title,additional_titles,authors,language,language_codes,date,place
"SC MS 0281, Box 4, Folder 1, Item 1",Estelle Johnston Diaries,1 January 1938|1 February 1938|1 March 1938|1 April 1938|1 May 1938|1 June 1938|1 July 1938|1 August 1938|1 September 1938|1 October 1938|1 November 1938|1 December 1938,"",Primary language: English.,eng,1938,"Bethlehem, Pennsylvania"
