shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1239,Monastic ritual and Passion sequence,"Simbolum apostolorum, f. 1r|Quo monachus oleo infirmorum sit ungendus, f. 2r|Litany, f. 6v|Prayers for the dead, f. 9v|Credo quod redemptor meus vivit, f. 22r|Passiones, f. 25v|Additional prayers to Saint Bernard and Saint Augustine, f. 66r","",Latin,lat,1518,Italy
