shelfmark,title,additional_titles,authors,language,language_codes,date,place
SC MS 0014 1.06,"William L. Estes, Jr. Diaries of Army Service in France",5 August 1918|6 August 1918|7 August 1918|8 August 1918|9 August 1918|10 August 1918|11 August 1918|12-13 August 1918|14 August 1918|15-16 August 1918|17 August 1918|18 August 1918|19 August 1918|20 August 1918|21 August 1918|22 August 1918|23 August 1918|24 August 1918|25 August 1918|26 August 1918|27 August 1918|28 August 1918|29 August 1918|30 August 1918|31 August 1918|1 September 1918|2 September 1918|3 September 1918|4 September 1918|5-6 September 1918|7 September 1918|8 September 1918|9-10 September 1918|11 September 1918|12 September 1918|13 September 1918|14-15 September 1918|16 September 1918|17 September 1918|18 September 1918|19 September 1918|20 September 1918|21 September 1918|22 September 1918|23 September 1918|24 September 1918|25 September 1918|26 September 1918|27 September 1918|28 September 1918|29-30 September 1918|1 October 1918|2-4 October 1918|5-6 October 1918|7 October 1918|8 October 1918|9-10 October 1918|11 October 1918|12 October 1918|13 October 1918|14 October 1918|15 October 1918|16 October 1918|17 October 1918|18 October 1918|19-20 October 1918|21 October 1918|22-23 October 1918|24 October 1918|25 October 1918|26-27 October 1918|28 October 1918|29 October 1918|30 October 1918|31 October 1918,"",Primary language: English.,eng,1918,France
