shelfmark,title,additional_titles,authors,language,language_codes,date,place
2,"Zonaras, Lexicon in greek",Gamma (partial)|Delta|Epsilon|Zeta|Eta|Theta|Iota|Kappa|Lambda|Mu|Nu|Xi|Omicron|Pi|Rho|Sigma|Tau|Upsilon|Phi|Chi|Psi|Omega,"",Ancient Greek (to 1453),grc,"",Undetermined
