shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 753,Uguccioni family papers,"","Uguccioni family|Uguccioni, Pierfilippo|Uguccioni, Pierfrancesco|Uguccioni, Giovanbattista|Uguccioni, Carlo|Uguccioni, Benedetto|Uguccioni, Bernardo|Buondelmonti, Benedetto|Barducci, Stagio","Italian, with one letter in Spanish",ita|spa,"",""
