shelfmark,title,additional_titles,authors,language,language_codes,date,place
Acc 1992-01,Arno Silge Diary,title page|postscript,"",Primary language: German. Secondary languages: Spanish; Castilian; English.,ger|spa eng,From 1921 to 1984,Saint Louis (Mo.)
