shelfmark,title,additional_titles,authors,language,language_codes,date,place
1883‑53,Illuminated Choral Manuscript,"Epiphany|[Temporale, Easter-Ordinary Time]|[Sanctorale, May-November]|[Common of the Saints]|[Dedication of a church]|[Office of the Dead]|[Tonary]|[Later additions]|Trinity Sunday","",Latin,lat,"","Tuscany?, Italy"
