shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 658,La destruction de Troye ... etc.,"Les lamentacions Saint Bernard, f. 1r|La destruction de Troye, f. 9r|Le myste?re de la Passion de Notre Sauveur Jesus Christ, f. 449v","Milet, Jacques, approximately 1425-1466",Middle French,frm,after 1450,France
