shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 172,Tabulae directionum et profectionum,"Dedicatory letter to Ja?nos Vite?z, p. 1|Introduction, p. 2|Tabulae directionum et profectionum, p. 35|Tabella sinus recti, p. 168","Regiomontanus, Joannes, 1436-1476",Latin,lat,circa 1476,Austria or Hungary
