shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 466,Laṭāʼif al-kalām fī aḥkām al-aʻwām.|لطائف الكلام في احكام الاعوام,"","Ḥusaynī, Muḥammad, active 14th century-15th century",Persian and Arabic,per|ara,A.H. 852 (1448),""
