shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 358,Majmūʻah.|[مجموعة],Sharḥ al-qaṣīdah al-lāmiyyah al-musammāh abnīyat al-afʻāl fī ʻilm al-taṣrīf lil-Imām Jamāl al-Dīn Muḥammad ibn ʻAbd Allāh ibn Mālik|[Qaṣīdah] / Ibn al-Ḥājib al-Naḥwī|[Qaṣīdah] / ʻIzz al-Dīn Abū Muḥammad al-Rasʻanī|[Ḥikāyah: kān rajulan bi-al-Baṣrah yulaqqabu al-Ḍādī]|Min kitāb dīwān al-adab|Ikhtiyār faṣīḥ al-kalām / Abū al-ʻAbbās Thaʻlab|Fī qism al-ghanīmah / Sālim ibn Ghassān al-Luwāḥ|[Fī qirāʼat al-Qurʼān]|Fī maʻrifat manāzil al-qamr,"Ibn Mālik, Muḥammad ibn ʻAbd Allāh, -1274|Ibn al-Ḥājib, ʻUthmān ibn ʻUmar, 1175-1249|Rasʻanī, ʻAbd al-Razzāq ibn Rizq Allāh, 1193-1262 or 1263|Thaʻlab, Aḥmad ibn Yaḥyá, 815-904|Luwāḥ, Sālim ibn Ghassān, 1489 or 1490-1573 or 1574",Arabic,ara,1711-1712,""
