shelfmark,title,additional_titles,authors,language,language_codes,date,place
1945‑65‑4,"Book of Hours, Use of Rome (Collins Hours)","Calendar|Hours of the Cross|Gospel Lessons|Mass of the Virgin|Hours of the Virgin, Use of Rome|Penitential Psalms, Litany, and Prayers|Office of the Dead|Prayer, O Intemerata|Prayer, Obsecro te|Prayer, Stabat Mater|Prayer, Oratio ad Crucifixum|Prayer, Oratio de Sancto Francisco|Suffrages","",Latin,lat,"","Bruges?, Flanders?"
