shelfmark,title,additional_titles,authors,language,language_codes,date,place
Hebrew MS 59,Songs of Jacob,"Label: Presented by Mrs. Dorothy Elfin and Mr. and Mrs. Michael Dines in memory of Mr. Arthur Elfin, 1985|Title page reading: שירת יעקב  Shirat Ya'aqov - Gesänge für den israelitischen Gottesdienst für Solo und Chor componiert von Jacob Bachmann, Obercantor der isr. Cultusgemeinde in Odessa.|Number 71803|Preface in German|Content Index with reference to various liturgical songs|Seventy-nine Hebrew songs for solo voice and choir composed by hazzan Jacob Bachmann in Odessa.|Note reading ""16 H. G."".|תם ונשלם ביום ה׳ פ׳ בהעלתך / בשנת תרעז לפק / בפה פאנטיפרידד אנגליה","",Hebrew; German,heb|ger,"","Pontypridd, Wales, United Kingdom"
