shelfmark,title,additional_titles,authors,language,language_codes,date,place
LC 14 23,Tractatus de maleficiis (Treatise on evil deeds),"Type-written description of the manuscript from Maggs Bros. addressed to Hampton Carson, dated 21 July 1913|Angelo de Gambiglioni, Tractatus de Maleficiis|Casus obiectionum sententiae|Bartolus de Saxoferrato, Varia, including Repetitio l. Quod Nerva (fols. 104r-109r), Tractatus de repraesaliis (fols. 109v-122r), Repetitio l. Quominus (fols. 122v-127r)|Iacobus Butrigarius, Formae libellorum|Bartolus de Saxoferrato, Varia, including Repetitio l. Omnes populi (fols. 135r-150r), Lectura et ne potentiores (fols. 150r-v)|Iacobus de Arena, Tractatus de excussionibus pignorum cum additione Iacobi Butrigarii|Bartolus de Saxoferrato, Varia, including Repetitio auth. At qui semel (fols. 153v-157r), Lectura l. Si patruus (fols. 157r-158r), Lectura auth. Sed si quis ab aliquo (fols. 158r-159r), Excerptum (fol. 159r)|Angelus de Ubaldis, Varia, including Repetitio l. Si vacantia (fols. 159v-180v), Tractatus de sindicatu officialum (fols. 181r-185r)|Baldus de Ubaldis, Tractatus de captura facta debitoris|Bartolus de Saxoferrato, Varia, including Quaestio X (fols. 185v-187v), Lectura l. Levia (fols. 185v-188v), Lectura l. Capitalium (fols. 188v-189r), Consilium (fols. 189r-v), Lectura l. Si is qui (fols. 190r-v), Lectura l. Euis qui (fols. 190v-191r), Lectura l. Marito (fols. 191r-v), Lectura l. Capite quinto (fols. 191v-192r)|Various authors, notae & consilia, including Ludovico Pontanus, Singularia [excerpt] (fol. 192r); Baldas de Ubaldis, Consilia (fols. 192r-v); [uncertain author], Excerptum (fol. 192v); Ludovico Pontanus, Singularia [excerpt] (fol. 192v); Baldus de Ubaldis, Consilia (fol. 193r); Bartolus de Saxoferrato, Lectura l. Paulus (fol. 193v-194v); Ludovico Pontanus, Singularia [excerpt] (fol. 194v); Baldas de Ubaldis, Consilium (fol. 195r); [uncertain author], Consilium (fol. 195r-v); Petrus de Amandola, Consilium (fol. 195v-196r); Bartolus de Saxoferrato, Consilium (fol. 196r); Manaldus de Magalottis de Urbeveteri, Consilium cum additione (fols. 196r-v); Bartolus de Saxoferrato, Consilia (fols. 196v-197r); Bonaccursius de Saxoferrato, Consilium (fols. 197r-v); Bartolus de Saxoferrato, Consilia (fols. 197v-198r); Iacobus de Belviso, Consilium (fols. 198r-v); Baldus de Ubaldis, Lectura l. Ordinarii [excerpt] (fols. 198v-199r); Baldus de Ubaldis, Lectura l. Actor [excerpt] (fol. 199r); Bartolus de Saxoferrato, Lectura l. Divis Traianus (fol. 199v); Bartolus de Saxoferrato, Consilium (fols. 199v-200r)","",Latin; Italian,lat|ita,"",Italy
