shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 18,"Canticum canticorum, with glossa ordinaria","Canticum canticorum|Peter of Limoges, de Oculo Morali|Ogerius de Lucedio, Planctus Beatae Virginis Mariae|Publilius Syrus, Sententiae|Seneca, De beneficiis|Pseudo-Seneca, ad Gallionem de remediis fortuitis|Johannes Chrysostomus, De reparatione lapsi|Pseudo-Bernard of Clairvaux, Exceptiones super meditationibus de interiori homine|Hugh of Saint Victor, Commentarium super Regulam Canonicorum|Two unidentified sermons|Unidentified sermon on Psalm 98|Unidentified sermon on Deuteronomy 16.1|Saint Basil, Epistola ad Monachos","",Latin,lat,"",England
