shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1053,Biblia sacra,"Prologue, f. 1r (V.1)|Genesis, f. 3v (V.1)|Exodus, f. 20v (V.1)|Leviticus, f. 35v (V.1)|Numbers, f. 46r (V.1)|Deuteronomy, f. 60v (V.1)|Joshua, f. 73v (V.1)|Judges, f. 82v (V.1)|Ruth, f. 91v (V.1)|Prologue to Kings 1, f. 92v (V.1)|Kings 1, f. 93v (V.1)|Kings 2, f. 105r [=106r] (V.1)|Kings 3, f. 115v [=116v] (V.1)|Kings 4, f. 126v [=127v] (V.1)|Prologue to Chronicles 1, f. 137v [=138v] (V.1)|Chronicles 1, f. 138r [= 139r] (V.1)|Prologue to Chronicles 2, f. 148r [=149r] (V.1)|Chronicles 2, f. 148v [=149v] (V.1)|Prologue to Ezra 1, f. 161v [=162v] (V.1)|Ezra 1, f. 162r [=163r] (V.1)|Nehemiah, f. 165v [=166v] (V.1)|Ezra 2, f. 170v [=171v] (V.1)|Prologue and Book of Tobit, f. 177r [=178r] (V.1)|Prologue and Book of Judith, f. 180v [=181v] (V.1)|Prologue and Book of Esther, f. 185r [=186r] (V.1)|Prologue to Job, f. 189v [=190v] (V.1)|Second prologue to Job, f. 190r [=191r] (V.1)|Psalms, f. 199r [=200r] (V.1)|First and second prologue to Proverbs, f. 219r [=220r] (V.1)|Proverbs, f. 219v [=220v] (V.1)|Ecclesiastes, f. 227r [=228r] (V.1)|Song of Solomon, f. 230r [=231r] (V.1)|Prologue to Wisdom, f. 231r [=232r] (V.1)|Wisdom, f. 231v [=232v] (V.1)|Prologue and Book of Ecclesiasticus, f. 237r (V.1)|Prologue to Isaiah, f. 251v (V.1)|Isaiah, f. 252r (V.1)|Prologue and Book of Jeremiah, f. 269v (V.1)|Lamentations, f. 289v (V.1)|Prologue and Book of Baruch, f. 291v (V.1)|Prologue and Book of Ezekiel, f. 294r (V.1)|Daniel, f. 314r (V.1)|First prologue to Hosea, f. 322r (V.1)|Second prologue and Book of Hosea, f. 322v (V.1)|Joel, f. 325v (V.1)|Prologues and Book of Amos, f. 326v (V.1)|Prologue to Obadiah (Book of Obadiah and Book of Jonah, Chapters 1 and 2 missing), f. 328v (V.1)|Prologues to Micah, f. 329r (V.1)|Micah, f. 329v (V.1)|Prologues and Book of Nahum, f. 331r (V.1)|Habakkuk, f. 332r (V.1)|Prologues and Book of Zephaniah, f. 333r (V.1)|Prologue to Haggai, f. 33v (V.1)|Haggai, f. 334r (V.1)|Prologue to Zachariah, f. 334v (V.1)|Zachariah, f. 335r (V.1)|Prologues and Book of Malachi, f. 338r (V.1)|Prologue and Book of Maccabbees 1, f. 339v (V.1)|Maccabbees 2, f. 351r (V.1)|Volume 2, Front cover (V.2)|Prologue and Book of Matthew, f. 1r (V.2)|Prologue to Mark, f. 13r (V.2)|Mark, f. 13v (V.2)|Prologue and Book of Luke, f. 21v (V.2)|Prologue to John, f. 34v (V.2)|John, f. 35r (V.2)|Prologue to the Epistles of Paul, f. 44v (V.2)|Prologue and Epistle to the Romans, f. 45r (V.2)|Prologue and Epistle to the Corinthians 1, f. 50r (V.2)|Corinthians 2, f. 55r (V.2)|Galatians, f. 58r (V.2)|Ephesians, f. 59v (V.2)|Philippians, f. 61r (V.2)|Colossians, f. 62r (V.2)|Thessalonians 1, f. 63v (V.2)|Thessalonians 2, f. 64v (V.2)|Timothy 1, f. 65r (V.2)|Timothy 2, f. 66v (V.2)|Titus, f. 67r (V.2)|Philemon, f. 67v (V.2)|Hebrews, f. 68r (V.2)|Acts, f. 72r (V.2)|Prologue to the Canonical Epistles, f. 84r (V.2)|James, f. 84v (V.2)|Prologue and Epistle to Peter 1 (Chapter 5 of Peter 1, Peter 2, and beginning of John 1 missing), f. 85v (V.2)|Revelation, f. 88v (V.2)|Interpretationes nominum hebraicorum, f. 95r (V.2)|Capitula lists, f. 129r [=131r] (V.2)","",Latin,lat,12--,England?
