shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS V.b.31,"Ethimologiarum manuscript, 13th century / secundum Isydori episcopi Hispalensis.",Book III (beginning lacking)|Book IV|Book V|Book VI|Book VII|Book VIII|Book IX|Book X|Book XI|Book XII|Book XIII|Book XIV|Book XV|Book XVI|Book XVII|Book XVIII|Book XIX|Book XX|Ownership notes and pen trials,"",Latin,lat,"","England, probably Oxford"
