shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 869,Franciscan miscellany,"De meditationibus , f. 1r|De forma vitae regularis fratrum minorum, f. 9v|Compassio beatae Mariae, f. 15v|pars noni fructus et conformitas vitae beati Francisci ad vitam Christi, f. 16r|Quotations from Saints Bernard, Augustine, Jerome, etc., f. 66r|Itinerarium mentis in se ipsum, f. 68r|Decem gradus humilitatis, f. 73v|Notabile specialis ad contemplationes, f. 74v|Verba expositia huius evangelii, f. 77v|De arra animae, f. 78r|Unidentified fragment, f. 85r|Meditationes, f. 88v|Jubilus, f. 106v|Oratio in tribulatione, f. 107v|vitae religiosorum maxime novitiorum, f. 110r|De passione, f. 130v|Copia sive exemplum infrascriptae bullae, f. 134r|Ordo agendorum et dicendorum a sacerdote in missa privata et seriali, f. 138r|Ordo fratrum et sororum de penitentia ... bulla, f. 142r|Notabilia de libro vitis patrum extracta, f. 154r|Cura novitiorum, f. 202r","Augustine, of Hippo, Saint, 354-430|Olivi, Pierre Jean, 1248 or 1249-1298|Bartholomeus, de Pisis, -1401|Bonaventure, Saint, Cardinal, approximately 1217-1274|Jacobus, de Tuderto|Hugh, of Saint-Victor, 1096?-1141|Bernard, of Clairvaux, Saint, 1090 or 91-1153|Eugene IV, Pope, 1383-1447|Nicholas IV, Pope, 1227-1292",Latin,lat,between 1460 and 1510,Italy
